Top of The Market Rating,Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
66.85,2,2,3,ANET,"Arista Networks, Inc.",-2.4,Hold
66.85,3,2,9,BITA,Bitauto Holdings Limited,12.58,Buy
66.85,2,2,4,ETN,"Eaton Corporation, PLC",4.26,Hold
66.84,2,2,5,HOPE,"Hope Bancorp, Inc.",10.86,Hold
66.82,1,6,17,ITCB,Ita? CorpBanca,17.29,Buy
66.82,2,2,4,JPM,J P Morgan Chase & Co,4.08,Hold
66.81,5,1,5,MDSO,"Medidata Solutions, Inc.",10.71,Buy
66.81,3,2,8,AGN,Allergan plc.,5.71,Buy
66.8,2,2,3,ODFL,"Old Dominion Freight Line, Inc.",-2.68,Hold
66.78,4,2,4,WTR,"Aqua America, Inc.",3.88,Buy
66.75,1,3,2,FOXF,Fox Factory Holding Corp.,-9.57,Hold
66.72,4,2,7,SBNY,Signature Bank,23.6,Buy
66.72,4,2,5,POL,PolyOne Corporation,10.26,Buy
66.72,2,2,4,TSE,Trinseo S.A.,3.6,Hold
66.7,4,2,5,COF,Capital One Financial Corporation,10.19,Buy
66.69,3,2,8,GIL,"Gildan Activewear, Inc.",5.1,Buy
66.68,3,2,8,MSG,MSG Networks Inc.,5.07,Buy
66.68,3,2,8,MSG,MSG Networks Inc.,5.07,Buy
66.67,5,1,11,ARRY,Array BioPharma Inc.,66.67,Buy
66.67,1,6,17,LORL,"Loral Space and Communications, Inc.",99.33,
66.67,1,6,17,TELL,Tellurian Inc.,74.86,
66.67,4,2,11,NBR,Nabors Industries Ltd.,60.97,Buy
66.67,4,2,11,NFX,Newfield Exploration Company,50.04,Buy
66.66,2,3,5,EGOV,NIC Inc.,34.97,Hold
66.65,3,2,6,KALU,Kaiser Aluminum Corporation,-8.44,Buy
66.63,2,2,5,URI,"United Rentals, Inc.",9.81,Hold
66.62,3,2,11,TBPH,"Theravance Biopharma, Inc.",24.76,Buy
66.62,2,2,4,WSO,"Watsco, Inc.",3.08,Hold
66.6,3,1,10,BPMC,Blueprint Medicines Corporation,-7.01,Buy
66.6,2,2,5,LEN,Lennar Corporation,9.68,Hold
66.56,1,3,3,KBH,KB Home,-3.85,Hold
66.56,3,2,11,P,"Pandora Media, Inc.",24.48,Buy
66.55,3,2,9,CSII,"Cardiovascular Systems, Inc.",11.08,Buy
66.55,1,3,3,SAFM,"Sanderson Farms, Inc.",-3.9,Hold
66.54,4,2,5,TER,"Teradyne, Inc.",9.37,Buy
66.53,1,2,7,BIDU,"Baidu, Inc.",-2.34,Hold
66.51,4,1,8,GLOG,GasLog LP.,4.23,Buy
66.44,2,2,5,CBT,Cabot Corporation,8.85,Hold
66.43,2,2,4,MAN,ManpowerGroup,2.14,Hold
66.42,1,3,4,NSR,"Neustar, Inc.",2.1,Hold
66.36,1,2,9,ABY,Atlantica Yield plc,10.15,Hold
66.35,3,3,17,E,ENI S.p.A.,15.41,Buy
66.35,4,2,6,HTA,"Healthcare Trust of America, Inc.",15.09,Buy
66.34,3,2,8,JD,"JD.com, Inc.",3.35,Buy
66.33,5,2,6,ARLP,"Alliance Resource Partners, L.P.",40.0,Buy
66.32,4,2,8,MIK,"The Michaels Companies, Inc.",28.27,Buy
66.27,3,2,8,AGR,"Avangrid, Inc.",3.0,Buy
66.23,3,2,9,CAR,"Avis Budget Group, Inc.",9.47,Buy
66.2,4,1,9,SFR,Colony Starwood Homes,9.31,Buy
66.17,4,2,5,WAB,Westinghouse Air Brake Technologies Corporation,7.53,Buy
66.15,3,2,2,HBHC,Hancock Holding Company,12.42,Hold
66.12,2,3,1,GBCI,"Glacier Bancorp, Inc.",5.62,Hold
66.12,1,3,5,PRGS,Progress Software Corporation,7.26,Hold
66.11,3,2,9,KTOS,"Kratos Defense & Security Solutions, Inc.",8.87,Buy
66.11,2,2,5,AXTA,Axalta Coating Systems Ltd.,7.24,Hold
66.11,3,2,10,CCJ,Cameco Corporation,15.55,Buy
66.1,2,2,8,ENR,"Energizer Holdings, Inc.",27.15,Hold
66.09,1,2,8,GIII,"G-III Apparel Group, LTD.",2.12,Hold
66.08,3,2,8,BSFT,"BroadSoft, Inc.",2.09,Buy
66.08,3,2,1,TXRH,"Texas Roadhouse, Inc.",5.39,Hold
66.08,3,2,10,EURN,Euronav NV,15.38,Buy
66.07,2,2,5,PCAR,PACCAR Inc.,7.03,Hold
66.07,3,2,8,ZNGA,Zynga Inc.,2.0,Buy
66.03,4,2,6,GRA,W.R. Grace & Co.,13.49,Buy
66.01,4,2,8,COP,ConocoPhillips,26.73,Buy
65.99,5,1,5,CODI,Compass Diversified Holdings,6.63,Buy
65.96,1,3,3,AIN,Albany International Corporation,-6.89,Hold
65.96,2,2,5,PHM,"PulteGroup, Inc.",6.47,Hold
65.96,3,2,10,TI,Telecom Italia S.P.A.,14.79,Buy
65.95,2,2,4,CR,Crane Company,-0.26,Hold
65.95,2,2,5,SNY,Sanofi,6.41,Hold
65.94,2,2,11,EXAS,Exact Sciences Corporation,-3.65,Buy
65.94,3,2,2,OTTR,Otter Tail Corporation,11.39,Hold
65.94,3,2,10,WBT,"Welbilt, Inc.",14.69,Buy
65.91,3,2,9,VIRT,"Virtu Financial, Inc.",7.9,Buy
65.9,4,2,5,SMG,Scotts Miracle-Gro Company (The),6.17,Buy
65.89,3,2,2,LZB,La-Z-Boy Incorporated,11.11,Hold
65.88,3,1,8,BZUN,Baozun Inc.,-23.93,Buy
65.88,4,2,5,SAP,SAP SE,6.09,Buy
65.85,3,2,9,PANW,"Palo Alto Networks, Inc.",7.57,Buy
65.85,3,2,8,BID,Sotheby&#39;s,0.91,Buy
65.84,3,2,8,PFGC,Performance Food Group Company,0.87,Buy
65.82,3,2,1,FRC,FIRST REPUBLIC BANK,4.11,Hold
65.76,3,2,6,YY,YY Inc.,-12.86,Buy
65.75,3,2,1,FAF,First American Corporation (The),3.76,Hold
65.73,2,2,4,FWRD,Forward Air Corporation,-1.36,Hold
65.73,4,2,17,SNDR,"Schneider National, Inc.",12.94,Buy
65.71,1,2,7,ABCO,The Advisory Board Company,-6.47,Hold
65.7,2,3,1,LKFN,Lakeland Financial Corporation,3.5,Hold
65.7,1,3,3,AVX,AVX Corporation,-8.18,Hold
65.69,2,2,4,WTFC,Wintrust Financial Corporation,-1.56,Hold
65.68,4,2,5,HUN,Huntsman Corporation,5.05,Buy
65.67,1,3,3,EXPO,"Exponent, Inc.",-8.33,Hold
65.63,2,3,1,LABL,Multi-Color Corporation,3.13,Hold
65.6,4,2,5,AZN,Astrazeneca PLC,4.68,Buy
65.59,4,2,17,WIX,Wix.com Ltd.,12.36,Buy
65.57,2,2,5,NMFC,New Mountain Finance Corporation,4.53,Hold
65.55,3,2,6,ABX,Barrick Gold Corporation,36.1,Hold
65.53,1,3,4,BHE,"Benchmark Electronics, Inc.",-2.37,Hold
65.5,2,2,5,DLR,"Digital Realty Trust, Inc.",4.19,Hold
65.43,4,2,8,GMS,GMS Inc.,23.8,Buy
65.4,4,2,8,BSM,"Black Stone Minerals, L.P.",23.69,Buy
65.37,2,3,1,SRCE,1st Source Corporation,1.83,Hold
65.37,3,2,2,NDSN,Nordson Corporation,8.53,Hold
65.34,4,2,6,AIG,"American International Group, Inc.",10.03,Buy
65.29,4,2,4,VRSK,"Verisk Analytics, Inc.",-3.57,Buy
65.28,2,3,9,NSM,Nationstar Mortgage Holdings Inc.,4.74,Buy
65.26,4,2,8,KMI,"Kinder Morgan, Inc.",22.97,Buy
65.25,1,3,7,TFSL,TFS Financial Corporation,16.24,Hold
65.24,2,3,7,NUS,"Nu Skin Enterprises, Inc.",-8.81,Buy
65.22,4,2,7,RGC,Regal Entertainment Group,16.1,Buy
65.21,3,2,9,TEAM,Atlassian Corporation Plc,4.37,Buy
65.19,3,2,5,ASTE,"Astec Industries, Inc.",27.6,Hold
65.14,2,2,5,GATX,GATX Corporation,2.37,Hold
65.14,3,2,9,LTM,LATAM Airlines Group S.A.,4.04,Buy
65.12,2,2,17,CADE,Cadence Bancorporation,10.47,Hold
65.11,5,2,5,SNP,China Petroleum & Chemical Corporation,27.22,Buy
65.1,4,2,11,WFT,Weatherford International plc,42.18,Buy
65.09,3,2,7,NFLX,"Netflix, Inc.",-9.53,Buy
65.07,4,2,17,SSL,Sasol Ltd.,10.28,Buy
65.05,4,2,8,GE,General Electric Company,21.9,Buy
65.05,4,2,7,SUM,"Summit Materials, Inc.",15.26,Buy
65.04,3,2,11,IRWD,"Ironwood Pharmaceuticals, Inc.",16.89,Buy
65.04,2,2,8,CM,Canadian Imperial Bank of Commerce,21.87,Hold
65.02,3,2,2,LEG,"Leggett & Platt, Incorporated",6.78,Hold
65.0,2,3,2,AEIS,"Advanced Energy Industries, Inc.",6.65,Hold
64.99,3,2,10,CHU,China Unicom (Hong Kong) Ltd,9.94,Buy
64.94,4,2,9,PNK,"Pinnacle Entertainment, Inc.",28.01,Buy
64.94,2,2,5,WEN,Wendy&#39;s Company (The),1.39,Hold
64.93,1,2,8,AABA,Altaba Inc.,-3.7,Hold
64.93,3,2,2,CCMP,Cabot Microelectronics Corporation,6.34,Hold
64.92,1,6,17,TYG,Tortoise Energy Infrastructure Corporation,9.68,Buy
64.89,3,2,3,SXT,Sensient Technologies Corporation,12.8,Hold
64.86,1,6,9,HRG,"HRG Group, Inc.",27.61,Buy
64.85,3,2,11,FLOW,"SPX FLOW, Inc.",15.93,Buy
64.84,3,2,3,WSBC,"WesBanco, Inc.",12.51,Hold
64.84,3,2,2,NP,"Neenah Paper, Inc.",5.86,Hold
64.83,3,2,4,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,19.17,Hold
64.82,3,2,3,SFNC,Simmons First National Corporation,12.45,Hold
64.77,2,3,1,EV,Eaton Vance Corporation,-1.14,Hold
64.76,4,2,5,BG,Bunge Limited,0.46,Buy
64.72,1,2,8,LIVN,LivaNova PLC,-4.71,Hold
64.72,1,2,8,TEX,Terex Corporation,-4.74,Hold
64.7,4,2,6,QTS,"QTS Realty Trust, Inc.",6.85,Buy
64.69,4,2,6,FMC,FMC Corporation,6.77,Buy
64.67,4,2,8,CYBR,CyberArk Software Ltd.,20.03,Buy
64.67,3,2,2,TXN,Texas Instruments Incorporated,5.04,Hold
64.67,4,2,5,TTS,"Tile Shop Hldgs, Inc.",57.51,Hold
64.67,1,4,3,STC,Stewart Information Services Corporation,11.67,Hold
64.65,1,3,5,BCPC,Balchem Corporation,-0.1,Hold
64.65,2,3,2,IFF,"Internationa Flavors & Fragrances, Inc.",4.9,Hold
64.61,2,3,2,SNV,Synovus Financial Corp.,4.71,Hold
64.57,2,3,1,TTC,Toro Company (The),-2.13,Hold
64.54,3,2,9,NEP,"NextEra Energy Partners, LP",1.01,Buy
64.52,3,2,6,NTGR,"NETGEAR, Inc.",30.93,Hold
64.52,3,2,11,BOX,"Box, Inc.",14.27,Buy
64.5,2,6,4,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",17.48,Buy
64.47,2,2,5,KSU,Kansas City Southern,-0.96,Hold
64.44,1,3,6,RUSHB,"Rush Enterprises, Inc.",5.51,Hold
64.44,4,2,8,PAH,Platform Specialty Products Corporation,18.87,Buy
64.43,3,2,9,YNDX,Yandex N.V.,0.5,Buy
64.42,4,2,5,IART,Integra LifeSciences Holdings Corporation,-1.25,Buy
64.41,2,3,2,CMA,Comerica Incorporated,3.71,Hold
64.4,3,2,3,WWD,"Woodward, Inc.",10.34,Hold
64.38,3,2,11,CG,The Carlyle Group L.P.,13.58,Buy
64.36,2,2,5,CTRE,"CareTrust REIT, Inc.",-1.53,Hold
64.34,1,3,5,SPIL,"Siliconware Precision Industries Company, Ltd.",-1.63,Hold
64.33,3,2,17,AU,AngloGold Ashanti Limited,32.33,Hold
64.33,3,2,10,CLF,Cliffs Natural Resources Inc.,6.67,Buy
64.31,3,2,8,YRD,Yirendai Ltd.,-6.8,Buy
64.3,4,2,17,ARD,Ardagh Group S.A.,7.2,Buy
64.22,3,2,2,PKG,Packaging Corporation of America,2.76,Hold
64.21,2,3,2,CBRL,"Cracker Barrel Old Country Store, Inc.",2.71,Hold
64.21,2,3,1,LFUS,"Littelfuse, Inc.",-3.97,Hold
64.21,2,2,5,DCT,DCT Industrial Trust Inc,-2.28,Hold
64.19,2,2,7,CRS,Carpenter Technology Corporation,10.96,Hold
64.15,3,2,3,DD,E.I. du Pont de Nemours and Company,9.07,Hold
64.14,5,2,7,VNO,Vornado Realty Trust,35.71,Buy
64.13,1,3,4,ESGR,Enstar Group Limited,-9.36,Hold
64.12,4,2,8,VECO,Veeco Instruments Inc.,17.28,Buy
64.12,4,2,9,EGL,"Engility Holdings, Inc.",23.92,Buy
64.12,3,2,2,JNJ,Johnson & Johnson,2.25,Hold
64.12,3,3,8,SMLP,"Summit Midstream Partners, LP",17.27,Buy
64.11,2,2,5,BAX,Baxter International Inc.,-2.76,Hold
64.09,2,2,6,TD,Toronto Dominion Bank (The),3.77,Hold
64.08,2,3,1,CBSH,"Commerce Bancshares, Inc.",-4.62,Hold
64.07,4,2,8,COG,Cabot Oil & Gas Corporation,17.03,Buy
64.07,3,2,3,STI,"SunTrust Banks, Inc.",8.7,Hold
64.05,3,2,2,AMGN,Amgen Inc.,1.9,Hold
64.04,2,2,10,CNX,CONSOL Energy Inc.,30.19,Hold
64.01,2,3,1,OGS,"ONE Gas, Inc.",-4.95,Hold
63.99,1,3,5,WOR,"Worthington Industries, Inc.",-3.37,Hold
63.95,3,2,3,VR,"Validus Holdings, Ltd.",8.08,Hold
63.92,3,2,3,DRI,"Darden Restaurants, Inc.",7.93,Hold
63.91,3,2,4,HTLF,"Heartland Financial USA, Inc.",14.56,Hold
63.9,3,2,3,MXIM,"Maxim Integrated Products, Inc.",7.82,Hold
63.89,2,3,2,WBS,Webster Financial Corporation,1.11,Hold
63.88,3,2,3,CHKP,Check Point Software Technologies Ltd.,7.74,Hold
63.88,3,2,2,PRA,ProAssurance Corporation,1.06,Hold
63.87,4,2,8,LBTYA,Liberty Global plc,16.0,Buy
63.85,2,2,6,ABEV,Ambev S.A.,2.6,Hold
63.85,4,2,8,JCI,Johnson Controls International plc,15.91,Buy
63.85,2,3,2,VVC,Vectren Corporation,0.93,Hold
63.83,2,3,2,CFR,"Cullen/Frost Bankers, Inc.",0.81,Hold
63.82,2,3,2,CNI,Canadian National Railway Company,0.77,Hold
63.8,2,3,1,PSB,"PS Business Parks, Inc.",-6.0,Hold
63.77,5,2,8,AAP,Advance Auto Parts Inc,40.54,Buy
63.77,3,2,11,PSTG,"Pure Storage, Inc. ",10.54,Buy
63.76,2,3,3,BXS,"BancorpSouth, Inc.",7.14,Hold
63.74,3,2,3,EIX,Edison International,7.03,Hold
63.73,1,3,4,VSH,"Vishay Intertechnology, Inc.",-11.36,Hold
63.7,2,2,6,CCE,Coca-Cola European Partners plc,1.85,Hold
63.68,3,2,11,HALO,"Halozyme Therapeutics, Inc.",10.05,Buy
63.68,3,2,3,INGR,Ingredion Incorporated,6.71,Hold
63.65,3,2,4,SSB,South State Corporation,13.23,Hold
63.64,3,2,3,THG,"The Hanover Insurance Group, Inc.",6.52,Hold
63.63,2,2,8,AES,The AES Corporation,14.84,Hold
63.63,2,2,6,WEX,WEX Inc.,1.48,Hold
63.56,1,3,2,AVA,Avista Corporation,-25.54,Hold
63.52,2,3,3,CVBF,CVB Financial Corporation,5.94,Hold
63.52,2,3,3,UMPQ,Umpqua Holdings Corporation,5.93,Hold
63.52,5,2,5,TLLP,Tesoro Logistics LP,19.26,Buy
63.47,1,3,2,NVR,"NVR, Inc.",-25.98,Hold
63.42,2,2,8,SSP,E.W. Scripps Company (The),13.75,Hold
63.41,2,3,2,BR,"Broadridge Financial Solutions, Inc.",-1.3,Hold
63.38,3,2,4,JRVR,"James River Group Holdings, Ltd.",11.89,Hold
63.34,3,2,3,SPR,"Spirit Aerosystems Holdings, Inc.",5.04,Hold
63.32,3,3,7,DGI,"DigitalGlobe, Inc",6.61,Buy
63.31,3,2,5,HPT,Hospitality Properties Trust,18.21,Hold
63.3,3,2,11,BLUE,"bluebird bio, Inc.",8.16,Buy
63.3,3,2,10,SHOP,Shopify Inc.,1.48,Buy
63.27,4,2,9,WMGI,Wright Medical Group N.V.,19.7,Buy
63.26,1,3,5,SODA,SodaStream International Ltd.,-7.04,Hold
63.25,1,3,3,JOBS,"51job, Inc.",-20.42,Hold
63.19,2,2,6,WYNN,"Wynn Resorts, Limited",-0.74,Hold
63.18,5,1,7,AMZN,"Amazon.com, Inc.",5.88,Buy
63.18,3,2,12,SGRY,"Surgery Partners, Inc.",14.22,Buy
63.17,4,2,8,EOG,"EOG Resources, Inc.",12.53,Buy
63.12,4,2,8,PINC,"Premier, Inc.",12.26,Buy
63.11,1,3,4,SAFT,"Safety Insurance Group, Inc.",-14.47,Hold
63.07,2,3,2,WAT,Waters Corporation,-2.98,Hold
63.06,3,2,3,AVB,"AvalonBay Communities, Inc.",3.62,Hold
63.06,2,2,8,REG,Regency Centers Corporation,11.96,Hold
63.05,1,3,8,CALM,"Cal-Maine Foods, Inc.",11.91,Hold
63.01,3,2,2,ABBV,AbbVie Inc.,-3.26,Hold
63.0,3,2,2,ROLL,RBC Bearings Incorporated,-3.31,Hold
62.99,4,2,17,FWONK,Liberty Media Corporation,1.95,Buy
62.98,3,2,3,GDOT,Green Dot Corporation,3.22,Hold
62.96,3,2,2,ALG,"Alamo Group, Inc.",-3.51,Hold
62.94,3,2,3,DOX,Amdocs Limited,3.01,Hold
62.93,4,2,7,AGU,Agrium Inc.,4.63,Buy
62.91,3,2,9,PODD,Insulet Corporation,-7.13,Buy
62.91,2,2,17,TRVG,trivago N.V.,1.63,Hold
62.88,2,3,3,INTU,Intuit Inc.,2.75,Hold
62.87,3,2,3,CERN,Cerner Corporation,2.68,Hold
62.85,2,3,3,TOWN,Towne Bank,2.56,Hold
62.85,2,3,3,NWE,NorthWestern Corporation,2.6,Hold
62.82,3,2,4,TECD,Tech Data Corporation,9.11,Hold
62.82,2,2,5,WBMD,WebMD Health Corp,-9.23,Hold
62.8,4,2,7,BXMT,"Capital Trust, Inc.",4.0,Buy
62.79,1,3,7,DISCB,"Discovery Communications, Inc.",3.94,Hold
62.76,5,1,8,MANU,Manchester United Ltd.,10.47,Buy
62.75,3,3,2,MBFI,MB Financial Inc.,20.44,Hold
62.73,3,2,5,LANC,Lancaster Colony Corporation,15.32,Hold
62.68,2,3,3,BOH,Bank of Hawaii Corporation,1.71,Hold
62.67,3,2,5,INCR,"INC Research Holdings, Inc.",15.01,Hold
62.67,2,2,8,CFG,"Citizens Financial Group, Inc.",10.01,Hold
62.66,3,2,4,ABCB,Ameris Bancorp,8.28,Hold
62.64,2,3,2,FISV,"Fiserv, Inc.",-5.12,Hold
62.64,3,2,4,HLS,HealthSouth Corporation,8.22,Hold
62.64,4,2,7,SUI,"Sun Communities, Inc.",3.2,Buy
62.62,3,3,8,PGRE,"Paramount Group, Inc.",9.79,Buy
62.61,5,1,8,NRZ,New Residential Investment Corp.,9.72,Buy
62.59,5,2,7,HNI,HNI Corporation,27.95,Buy
62.58,4,2,7,SFM,"Sprouts Farmers Market, Inc.",2.92,Buy
62.58,5,2,5,GS,"Goldman Sachs Group, Inc. (The)",14.58,Buy
62.55,3,2,9,AG,First Majestic Silver Corp.,41.08,Hold
62.55,5,2,5,DOC,Physicians Realty Trust,14.43,Buy
62.54,3,2,6,PPC,Pilgrim&#39;s Pride Corporation,21.04,Hold
62.54,3,2,5,NNN,National Retail Properties,14.37,Hold
62.54,2,2,8,TEGP,"Tallgrass Energy GP, LP",9.39,Hold
62.53,5,2,8,DF,Dean Foods Company,34.34,Buy
62.52,2,2,7,CAT,"Caterpillar, Inc.",2.61,Hold
62.51,2,6,4,IVZ,Invesco Plc,7.53,Buy
62.5,1,6,17,KYN,Kayne Anderson MLP Investment Company,76.85,Hold
62.49,3,2,3,PRU,"Prudential Financial, Inc.",0.78,Hold
62.48,2,3,2,RE,"Everest Re Group, Ltd.",-5.95,Hold
62.46,2,3,5,ALGT,Allegiant Travel Company,13.99,Hold
62.45,3,2,3,DTE,DTE Energy Company,0.59,Hold
62.44,2,3,3,DUK,Duke Energy Corporation,0.53,Hold
62.44,3,2,4,TDY,Teledyne Technologies Incorporated,7.22,Hold
62.44,2,2,17,UL,Unilever PLC,-0.26,Hold
62.44,1,3,8,VCO,Vina Concha Y Toro,8.87,Hold
62.4,2,3,3,BCE,"BCE, Inc.",0.35,Hold
62.36,2,2,6,LULU,lululemon athletica inc.,-4.87,Hold
62.36,2,3,4,NSC,Norfolk Souther Corporation,6.81,Hold
62.35,2,3,3,RBC,Regal Beloit Corporation,0.06,Hold
62.34,5,2,4,TTWO,"Take-Two Interactive Software, Inc.",6.69,Buy
62.28,1,3,17,CEA,China Eastern Airlines Corporation Ltd.,-0.88,Hold
62.26,2,3,3,DCI,"Donaldson Company, Inc.",-0.38,Hold
62.23,4,2,8,CDK,"CDK Global, Inc.",7.84,Buy
62.23,3,2,5,FHN,First Horizon National Corporation,12.8,Hold
62.23,4,2,9,TRGP,"Targa Resources, Inc.",14.47,Buy
62.22,3,2,5,QRVO,"Qorvo, Inc.",12.77,Hold
62.22,5,2,17,CEO,CNOOC Limited,23.88,Buy
62.2,3,2,8,AKS,AK Steel Holding Corporation,32.67,Hold
62.2,3,2,4,WMT,"Wal-Mart Stores, Inc.",6.0,Hold
62.19,4,2,8,ITGR,Integer Holdings Corporation,7.62,Buy
62.18,3,2,5,MIDD,The Middleby Corporation,12.56,Hold
62.18,1,3,6,APAM,Artisan Partners Asset Management Inc.,-5.78,Hold
62.18,4,2,5,GLOB,Globant S.A.,-12.45,Buy
62.18,3,2,4,SJI,"South Jersey Industries, Inc.",5.88,Hold
62.17,1,3,5,ATHM,Autohome Inc.,-12.46,Hold
62.17,3,2,3,CMS,CMS Energy Corporation,-0.84,Hold
62.17,4,2,8,CSRA,CSRA Inc.,7.53,Buy
62.16,2,3,3,BK,Bank Of New York Mellon Corporation (The),-0.88,Hold
62.15,2,2,8,TRN,"Trinity Industries, Inc.",7.41,Hold
62.12,3,6,4,CBPO,"China Biologic Products, Inc.",30.6,Buy
62.12,2,2,7,MTOR,"Meritor, Inc.",0.61,Hold
62.11,2,2,7,YUM,"Yum! Brands, Inc.",0.55,Hold
62.06,4,2,8,PRAA,"PRA Group, Inc.",6.96,Buy
62.05,3,2,5,DISH,DISH Network Corporation,11.92,Hold
62.05,2,3,4,WDFC,WD-40 Company,5.24,Hold
62.01,2,3,4,SSD,"Simpson Manufacturing Company, Inc.",5.05,Hold
62.0,5,2,6,HDS,"HD Supply Holdings, Inc.",18.34,Buy
61.98,5,2,5,AIR,AAR Corp.,11.57,Buy
61.96,3,2,5,EPR,EPR Properties,11.45,Hold
61.96,2,3,5,K,Kellogg Company,11.48,Hold
61.95,1,6,8,LVNTB,Liberty Interactive Corporation,6.42,Buy
61.93,3,2,11,ONCE,"Spark Therapeutics, Inc.",1.34,Buy
61.92,3,2,17,CLDR,"Cloudera, Inc.",22.67,Hold
61.9,2,2,8,SYMC,Symantec Corporation,6.18,Hold
61.89,3,2,11,NEWR,"New Relic, Inc.",1.1,Buy
61.88,3,2,5,HRL,Hormel Foods Corporation,11.08,Hold
61.84,3,2,5,HBAN,Huntington Bancshares Incorporated,10.88,Hold
61.82,1,3,7,BBRY,BlackBerry Limited,-0.89,Hold
61.81,2,2,17,TREX,"Trex Company, Inc.",-2.76,Hold
61.78,3,2,5,WFC,Wells Fargo & Company,10.56,Hold
61.75,2,2,7,BA,Boeing Company (The),-1.26,Hold
61.75,3,2,11,CS,Credit Suisse Group,0.43,Buy
61.75,5,2,10,KOS,Kosmos Energy Ltd.,43.77,Buy
61.73,3,2,4,SANM,Sanmina Corporation,3.65,Hold
61.73,2,3,5,TUP,Tupperware Brands Corporation,10.34,Hold
61.69,2,3,5,TCF,TCF Financial Corporation,10.13,Hold
61.68,5,2,5,TEF,Telefonica SA,10.07,Buy
61.67,5,2,11,CBI,Chicago Bridge & Iron Company N.V.,59.57,Buy
61.67,3,2,11,SM,SM Energy Company,63.83,Hold
61.66,3,2,6,HMC,"Honda Motor Company, Ltd.",16.61,Hold
61.65,5,2,6,ORLY,"O&#39;Reilly Automotive, Inc.",16.58,Buy
61.63,3,2,4,UTX,United Technologies Corporation,3.14,Hold
61.62,3,2,4,LAMR,Lamar Advertising Company,3.12,Hold
61.61,5,2,9,DBD,Diebold Nixdorf Incorporated,36.36,Buy
61.58,2,3,2,IEX,IDEX Corporation,-10.43,Hold
61.54,2,3,4,WAFD,"Washington Federal, Inc.",2.68,Hold
61.52,3,2,6,ATGE,Adtalem Global Education Inc.,15.94,Hold
61.51,3,2,6,MMP,Magellan Midstream Partners L.P.,15.9,Hold
61.48,1,3,7,HRB,"H&R Block, Inc.",-2.62,Hold
61.48,2,2,7,RY,Royal Bank Of Canada,-2.59,Hold
61.47,2,2,7,TU,TELUS Corporation,-2.66,Hold
61.46,5,1,10,NVRO,Nevro Corp.,17.3,Buy
61.45,3,2,4,NICE,NICE Ltd,2.26,Hold
61.43,3,3,5,CORT,Corcept Therapeutics Incorporated,-16.2,Buy
61.43,4,2,8,ECPG,Encore Capital Group Inc,3.8,Buy
61.43,5,2,9,DVN,Devon Energy Corporation,35.48,Buy
61.41,3,2,4,PX,"Praxair, Inc.",2.06,Hold
61.37,3,2,9,IRS,IRSA Inversiones Y Representaciones S.A.,-14.81,Buy
61.35,2,3,5,VMI,"Valmont Industries, Inc.",8.41,Hold
61.34,4,2,10,ATI,Allegheny Technologies Incorporated,16.69,Buy
61.3,4,2,8,POT,Potash Corporation of Saskatchewan Inc.,3.18,Buy
61.27,2,3,3,CHD,"Church & Dwight Company, Inc.",-5.3,Hold
61.25,3,2,6,MLNX,"Mellanox Technologies, Ltd.",14.57,Hold
61.24,2,3,3,MMM,3M Company,-5.48,Hold
61.23,4,2,9,AJRD,"Aerojet Rocketdyne Holdings, Inc. ",9.47,Buy
61.2,2,3,5,KNX,"Knight Transportation, Inc.",7.69,Hold
61.18,2,3,4,PPL,PPL Corporation,0.91,Hold
61.16,2,3,5,ONB,Old National Bancorp,7.46,Hold
61.13,1,3,7,CPL,CPFL Energia S.A.,-4.36,Hold
61.12,2,3,3,RGA,"Reinsurance Group of America, Incorporated",-6.07,Hold
61.11,3,2,7,PAA,"Plains All American Pipeline, L.P.",20.57,Hold
61.09,3,3,6,SEM,Select Medical Holdings Corporation,-11.24,Buy
61.08,2,3,3,CTAS,Cintas Corporation,-6.29,Hold
61.08,2,3,3,TROW,"T. Rowe Price Group, Inc.",-6.29,Hold
61.07,1,6,10,LILAK,Liberty Global plc,15.35,Buy
60.99,3,2,5,MDP,Meredith Corporation,6.64,Hold
60.99,3,2,17,XRX,Xerox Corporation,7.98,
60.93,3,2,4,CHE,Chemed Corp.,-0.34,Hold
60.91,3,2,6,FLO,"Flowers Foods, Inc.",12.87,Hold
60.89,4,2,9,GDDY,GoDaddy Inc.,7.8,Buy
60.86,3,2,11,AGIO,"Agios Pharmaceuticals, Inc.",-4.01,Buy
60.86,3,2,3,GLW,Corning Incorporated,-7.38,Hold
60.82,2,3,4,CMI,Cummins Inc.,-0.88,Hold
60.81,5,2,7,PSMT,"PriceSmart, Inc.",19.05,Buy
60.78,3,2,5,HIW,"Highwoods Properties, Inc.",5.56,Hold
60.76,2,3,5,ISCA,International Speedway Corporation,5.49,Hold
60.76,2,3,4,LPT,Liberty Property Trust,-1.2,Hold
60.76,3,2,8,RPAI,"Retail Properties of America, Inc.",25.49,Hold
60.75,3,2,5,ST,Sensata Technologies Holding N.V.,5.44,Hold
