Top of The Market Rating,Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
54.8,2,3,8,BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,-4.31,Hold
54.79,3,2,10,THC,Tenet Healthcare Corporation,8.95,Hold
54.74,1,6,5,ZPIN,Zhaopin Limited,-4.36,
54.73,2,3,8,FCPT,"Four Corners Property Trust, Inc.",-4.69,Hold
54.73,3,3,6,HEP,"Holly Energy Partners, L.P.",6.98,Hold
54.69,3,3,5,GBDC,"Golub Capital BDC, Inc.",0.1,Hold
54.66,3,3,5,IBKR,"Interactive Brokers Group, Inc.",-0.03,Hold
54.65,3,3,5,CAH,"Cardinal Health, Inc.",-0.09,Hold
54.64,3,3,7,STX,Seagate Technology PLC,13.18,Hold
54.64,4,2,7,AWI,Armstrong World Industries Inc,13.21,Hold
54.62,2,3,8,WETF,"WisdomTree Investments, Inc.",-5.21,Hold
54.59,5,2,8,PMT,PennyMac Mortgage Investment Trust,-5.37,Buy
54.59,3,3,5,UDR,"United Dominion Realty Trust, Inc.",-0.36,Hold
54.55,3,3,5,CNP,"CenterPoint Energy, Inc.",-0.6,Hold
54.53,3,3,5,WERN,"Werner Enterprises, Inc.",-0.68,Hold
54.52,3,3,6,HY,"Hyster-Yale Materials Handling, Inc.",5.95,Hold
54.5,3,3,5,SLGN,Silgan Holdings Inc.,-0.82,Hold
54.5,2,3,17,BBVA,Banco Bilbao Viscaya Argentaria S.A.,-6.99,Hold
54.45,3,3,5,LHO,LaSalle Hotel Properties,-1.06,Hold
54.45,4,2,10,DNOW,NOW Inc.,32.24,Hold
54.44,4,2,8,BRX,Brixmor Property Group Inc.,18.86,Hold
54.42,3,3,5,DAN,Dana Incorporated,-1.25,Hold
54.39,4,3,2,PAYX,"Paychex, Inc.",3.62,Hold
54.38,4,2,5,XL,XL Group Ltd.,-1.41,Hold
54.37,4,2,8,FLR,Fluor Corporation,18.52,Hold
54.33,4,6,9,GLNG,Golar LNG Limited,54.51,Buy
54.22,3,2,9,IVR,INVESCO MORTGAGE CAPITAL INC,-0.57,Hold
54.19,3,2,3,Y,Alleghany Corporation,-40.7,Hold
54.17,3,3,5,LTC,"LTC Properties, Inc.",-2.5,Hold
54.16,1,6,5,MORN,"Morningstar, Inc.",-6.69,
54.14,3,3,11,ESV,ENSCO plc,37.38,Hold
54.14,3,3,7,NS,Nustar Energy L.P.,10.71,Hold
54.14,4,2,6,PSX,Phillips 66,4.05,Hold
54.13,3,3,5,SNI,"Scripps Networks Interactive, Inc",-2.68,Hold
54.1,3,3,8,CLI,Mack-Cali Realty Corporation,17.17,Hold
54.08,4,2,5,COR,CoreSite Realty Corporation,-2.93,Hold
54.07,3,3,6,SFL,Ship Finance International Limited,3.7,Hold
54.02,3,3,5,GRMN,Garmin Ltd.,-3.25,Hold
54.0,3,3,4,VAR,"Varian Medical Systems, Inc.",-10.01,Hold
53.98,4,2,17,YEXT,"Yext, Inc.",15.94,Hold
53.96,3,3,4,NRCIB,National Research Corporation,-10.2,Hold
53.94,4,2,10,FET,"Forum Energy Technologies, Inc.",29.69,Hold
53.93,3,3,5,ROL,"Rollins, Inc.",-3.66,Hold
53.91,3,2,8,HF,"HFF, Inc.",-8.76,Hold
53.9,3,3,7,DISCA,"Discovery Communications, Inc.",9.48,Hold
53.9,3,3,5,MKL,Markel Corporation,-3.82,Hold
53.86,3,3,5,PNW,Pinnacle West Capital Corporation,-4.02,Hold
53.84,3,3,5,NTAP,"NetApp, Inc.",-4.15,Hold
53.78,3,3,6,ETR,Entergy Corporation,2.21,Hold
53.77,3,3,6,RUSHA,"Rush Enterprises, Inc.",2.18,Hold
53.72,3,3,8,KGC,Kinross Gold Corporation,15.29,Hold
53.71,2,3,8,MCO,Moody&#39;s Corporation,-9.79,Hold
53.68,3,3,5,TTEC,"TeleTech Holdings, Inc.",-4.93,Hold
53.67,3,2,11,CSOD,"Cornerstone OnDemand, Inc.",10.04,Hold
53.61,2,3,8,ETSY,"Etsy, Inc.",-10.28,Hold
53.6,4,2,11,MRO,Marathon Oil Corporation,34.68,Hold
53.58,4,2,8,AKAM,"Akamai Technologies, Inc.",14.57,Hold
53.56,3,3,6,AKRX,"Akorn, Inc.",1.13,Hold
53.43,2,3,10,DB,Deutsche Bank AG,2.15,Hold
53.42,3,2,9,SPNC,The Spectranetics Corporation,-4.55,Hold
53.41,3,3,5,FII,"Federated Investors, Inc.",-6.3,Hold
53.41,3,3,7,LSI,"Life Storage, Inc.",7.06,Hold
53.39,2,2,9,SGMS,Scientific Games Corp,-29.72,Hold
53.39,3,3,8,USM,United States Cellular Corporation,13.61,Hold
53.33,3,6,10,BMRN,BioMarin Pharmaceutical Inc.,26.65,Buy
53.32,3,3,8,VZ,Verizon Communications Inc.,13.25,Hold
53.31,4,2,5,BLKB,"Blackbaud, Inc.",-6.78,Hold
53.31,2,4,3,MDC,"M.D.C. Holdings, Inc.",-20.1,Hold
53.3,3,3,7,CAB,Cabela&#39;s Inc,6.48,Hold
53.3,3,3,6,LII,"Lennox International, Inc.",-0.19,Hold
53.26,5,2,8,AZO,"AutoZone, Inc.",37.98,Hold
53.2,4,2,5,PNM,"PNM Resources, Inc. (Holding Co.)",-7.34,Hold
53.18,4,3,3,VLY,Valley National Bancorp,4.25,Hold
53.17,4,3,3,KMB,Kimberly-Clark Corporation,4.19,Hold
53.17,3,3,17,SBGL,Sibanye Gold Limited,12.67,Hold
53.17,3,3,6,WNC,Wabash National Corporation,-0.84,Hold
53.14,3,3,5,NLY,Annaly Capital Management Inc,-7.64,Hold
53.1,4,3,3,UNM,Unum Group,3.82,Hold
53.08,3,4,2,POR,Portland General Electric Company,-2.91,Hold
53.05,2,3,8,MYGN,"Myriad Genetics, Inc.",-13.08,Hold
53.05,4,3,3,SFBS,"ServisFirst Bancshares, Inc.",3.57,Hold
52.99,3,3,7,CMP,"Compass Minerals International, Inc.",4.96,Hold
52.99,3,3,8,PBF,PBF Energy Inc.,11.62,Hold
52.96,3,3,5,ABAX,"ABAXIS, Inc.",-8.51,Hold
52.95,3,3,8,ENLK,"EnLink Midstream Partners, LP",11.44,Hold
52.92,4,2,9,LPI,"Laredo Petroleum, Inc.",17.92,Hold
52.88,3,3,8,CLH,"Clean Harbors, Inc.",11.05,Hold
52.87,3,3,7,SNH,Senior Housing Properties Trust,4.33,Hold
52.86,4,3,5,JEC,Jacobs Engineering Group Inc.,15.97,Hold
52.85,4,3,5,T,AT&T Inc.,15.93,Hold
52.82,3,3,6,EVTC,"Evertec, Inc.",-2.58,Hold
52.79,2,3,8,CENX,Century Aluminum Company,-14.36,Hold
52.73,3,3,5,TNET,"TriNet Group, Inc.",-9.69,Hold
52.7,3,3,8,M,Macy&#39;s Inc,10.18,Hold
52.68,5,3,17,BCS,Barclays PLC,10.71,Buy
52.68,3,3,8,INT,World Fuel Services Corporation,10.06,Hold
52.67,2,3,10,CNHI,CNH Industrial N.V.,-1.63,Hold
52.65,3,3,6,WU,Western Union Company (The),-3.44,Hold
52.63,5,2,11,NYLD,"NRG Yield, Inc.",4.84,Buy
52.61,3,3,5,UTHR,United Therapeutics Corporation,-10.26,Hold
52.6,4,3,2,ADP,"Automatic Data Processing, Inc.",-5.35,Hold
52.59,3,3,17,KREF,KKR Real Estate Finance Trust Inc.,10.36,Hold
52.56,3,3,8,COTY,Coty Inc.,9.49,Hold
52.55,5,1,8,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",9.43,Hold
52.53,3,3,6,CNO,"CNO Financial Group, Inc.",-4.02,Hold
52.49,4,2,7,RMP,Rice Midstream Partners LP,2.44,Hold
52.48,4,3,17,SNAP,Snap Inc.,34.94,Hold
52.47,4,2,8,GMLP,Golar LNG Partners LP,9.04,Hold
52.46,4,2,8,MNRO,"Monro Muffler Brake, Inc.",8.95,Hold
52.44,3,3,8,UNFI,"United Natural Foods, Inc.",8.87,Hold
52.44,5,2,8,CHS,"Chico&#39;s FAS, Inc.",33.88,Hold
52.42,3,3,7,CIB,BanColombia S.A.,2.09,Hold
52.41,3,3,8,KEX,Kirby Corporation,8.7,Hold
52.39,3,3,7,AEG,Aegon NV,1.97,Hold
52.38,4,3,4,SO,Southern Company (The),6.88,Hold
52.35,2,6,9,BATRK,Liberty Media Corporation,-9.93,Buy
52.35,3,3,9,IAG,Iamgold Corporation,15.1,Hold
52.33,4,2,10,OIS,"Oil States International, Inc.",21.67,Hold
52.32,3,3,8,CMO,Capstead Mortgage Corporation,8.27,Hold
52.32,4,3,4,MMS,"Maximus, Inc.",6.58,Hold
52.31,3,3,11,DO,"Diamond Offshore Drilling, Inc.",28.21,Hold
52.31,4,3,3,WGL,WGL Holdings Inc,-0.14,Hold
52.3,2,3,10,WDAY,"Workday, Inc.",-3.52,Hold
52.29,3,3,8,FLS,Flowserve Corporation,8.13,Hold
52.29,4,3,3,HCN,Welltower Inc.,-0.21,Hold
52.28,4,3,6,ABG,Asbury Automotive Group Inc,19.72,Hold
52.25,3,3,8,GPS,"Gap, Inc. (The)",7.9,Hold
52.24,3,3,8,GWW,"W.W. Grainger, Inc.",7.86,Hold
52.21,4,3,3,RAI,Reynolds American Inc,-0.61,Hold
52.18,3,3,7,WSTC,West Corporation,0.9,Hold
52.17,5,2,8,BWLD,"Buffalo Wild Wings, Inc.",32.51,Hold
52.17,3,3,7,FIG,Fortress Investment Group LLC,0.87,Hold
52.17,3,2,10,W,Wayfair Inc.,-4.15,Hold
52.14,3,3,7,CIM,Chimera Investment Corporation,0.7,Hold
52.09,3,3,7,WTS,"Watts Water Technologies, Inc.",0.47,Hold
52.06,1,6,6,GHC,Graham Holdings Company,-8.41,
52.05,3,3,8,DRQ,"Dril-Quip, Inc.",6.92,Hold
52.03,2,3,10,SYNT,"Syntel, Inc.",-4.84,Hold
51.99,3,3,5,PAHC,Phibro Animal Health Corporation,-13.39,Hold
51.99,3,3,8,TS,Tenaris S.A.,6.64,Hold
51.98,3,3,8,SJR,Shaw Communications Inc.,6.59,Hold
51.95,1,6,6,CMCT,CIM Commercial Trust Corporation,-8.88,
51.95,3,3,8,NMR,Nomura Holdings Inc ADR,6.44,Hold
51.92,4,3,5,CHRW,"C.H. Robinson Worldwide, Inc.",11.25,Hold
51.9,3,3,8,HUBG,"Hub Group, Inc.",6.19,Hold
51.88,6,3,6,AMOV,"America Movil, S.A.B. de C.V.",-9.16,Hold
51.88,6,3,6,AMOV,"America Movil, S.A.B. de C.V.",-9.16,Hold
51.85,5,2,2,PLUS,ePlus inc.,-9.09,Hold
51.85,3,3,6,VFC,V.F. Corporation,-7.44,Hold
51.84,4,3,8,CMG,"Chipotle Mexican Grill, Inc.",30.89,Hold
51.84,3,3,6,DPZ,Domino&#39;s Pizza Inc,-7.46,Hold
51.84,3,3,7,LXP,Lexington Realty Trust,-0.79,Hold
51.83,5,2,5,GM,General Motors Company,10.83,Hold
51.76,4,3,4,SCG,Scana Corporation,3.78,Hold
51.74,5,2,5,CASY,"Caseys General Stores, Inc.",10.36,Hold
51.69,3,3,8,HAE,Haemonetics Corporation,5.11,Hold
51.68,3,3,8,ERIC,Ericsson,5.05,Hold
51.68,3,3,8,CL,Colgate-Palmolive Company,5.08,Hold
51.67,4,3,11,WLL,Whiting Petroleum Corporation,101.21,Hold
51.66,3,2,11,SGEN,"Seattle Genetics, Inc.",-0.04,Hold
51.64,3,3,8,TBI,"TrueBlue, Inc.",4.87,Hold
51.63,4,3,3,RMAX,"RE/MAX Holdings, Inc.",-3.53,Hold
51.61,2,4,7,HTLD,"Heartland Express, Inc.",-1.96,Hold
51.58,4,3,5,CPB,Campbell Soup Company,9.59,Hold
51.56,4,3,3,TRV,"The Travelers Companies, Inc.",-3.86,Hold
51.5,4,3,5,BLMN,"Bloomin&#39; Brands, Inc.",9.17,Hold
51.49,4,3,3,L,Loews Corporation,-4.21,Hold
51.48,3,3,8,BVN,Buenaventura Mining Company Inc.,4.08,Hold
51.45,4,3,5,PB,"Prosperity Bancshares, Inc.",8.9,Hold
51.43,4,2,8,CXP,"Columbia Property Trust, Inc.",3.84,Hold
51.39,3,6,8,LVNTA,Liberty Interactive Corporation,3.62,Buy
51.39,3,3,5,UBNT,"Ubiquiti Networks, Inc.",-16.38,Hold
51.37,2,4,8,EC,Ecopetrol S.A.,3.53,Hold
51.36,3,3,8,MOS,Mosaic Company (The),3.48,Hold
51.34,3,3,4,OB,"OneBeacon Insurance Group, Ltd.",-23.29,Hold
51.33,3,3,8,RWT,"Redwood Trust, Inc.",3.32,Hold
51.3,3,3,8,SKT,"Tanger Factory Outlet Centers, Inc.",3.17,Hold
51.26,4,3,4,PLXS,Plexus Corp.,1.31,Hold
51.18,4,2,8,ESL,Esterline Technologies Corporation,2.56,Hold
51.18,3,2,12,HRI,Herc Holdings Inc.,4.23,Hold
51.14,4,2,11,HES,Hess Corporation,22.37,Hold
51.13,4,3,5,LVLT,"Level 3 Communications, Inc.",7.3,Hold
51.11,1,6,8,TNH,"Terra Nitrogen Company, L.P.",0,
51.07,3,3,8,AINV,Apollo Investment Corporation,2.04,Hold
51.03,3,3,8,TV,Grupo Televisa S.A.,1.84,Hold
51.02,3,3,8,SSTK,"Shutterstock, Inc.",1.79,Hold
50.95,4,2,17,MEDP,"Medpace Holdings, Inc.",3.81,Hold
50.95,3,6,17,RELX,RELX PLC,3.82,Buy
50.92,3,3,5,SCSS,Select Comfort Corporation,-18.72,Hold
50.9,3,3,8,ALR,Alere Inc.,1.15,Hold
50.89,4,3,6,HL,Hecla Mining Company,12.76,Hold
50.84,3,6,17,CGBD,"TCG BDC, Inc.",3.37,Buy
50.79,3,3,8,LQ,La Quinta Holdings Inc.,0.62,Hold
50.77,1,6,1,FCNCA,"First Citizens BancShares, Inc.",-46.92,
50.71,3,3,8,JWN,"Nordstrom, Inc.",0.21,Hold
50.69,4,2,17,HLNE,Hamilton Lane Incorporated,2.77,Hold
50.69,3,3,6,WD,"Walker & Dunlop, Inc.",-13.21,Hold
50.66,4,3,5,DVA,DaVita Inc.,4.99,Hold
50.65,4,2,9,ALKS,Alkermes plc,6.6,Hold
50.65,4,3,6,SBRA,"Sabra Healthcare REIT, Inc.",11.59,Hold
50.65,3,3,6,TNC,Tennant Company,-13.4,Hold
50.64,3,3,9,DK,"Delek US Holdings, Inc.",6.54,Hold
50.63,3,3,17,AVT,"Avnet, Inc.",2.54,Hold
50.61,1,6,5,COKE,Coca-Cola Bottling Co. Consolidated,-20.28,Hold
50.57,3,3,8,FGL,Fidelity and Guaranty Life,-0.48,Hold
50.56,4,3,5,AHL,Aspen Insurance Holdings Limited,4.45,Hold
50.55,5,2,8,PTR,PetroChina Company Limited,24.42,Hold
50.54,3,6,10,LILA,Liberty Global plc,12.68,Buy
50.53,3,3,17,HCP,"HCP, Inc.",2.11,Hold
50.5,3,3,8,RDY,Dr. Reddy&#39;s Laboratories Ltd,-0.83,Hold
50.49,5,2,5,WNRL,"Western Refining Logistics, LP",4.13,Hold
50.48,4,3,5,O,Realty Income Corporation,4.08,Hold
50.48,1,6,7,UVV,Universal Corporation,-8.1,
50.46,4,2,9,TIME,Time Inc.,5.63,Hold
50.44,3,3,5,PRLB,"Proto Labs, Inc.",-21.13,Hold
50.44,5,2,7,SCS,Steelcase Inc.,17.22,Hold
50.4,3,3,8,NORD,"Nord Anglia Education, Inc.",-1.34,Hold
50.33,3,3,6,KRA,Kraton Corporation,-15.01,Hold
50.32,3,3,9,CCP,"Care Capital Properties, Inc.",4.91,Hold
50.3,3,3,10,NOV,"National Oilwell Varco, Inc.",11.51,Hold
50.23,4,3,3,ANSS,"ANSYS, Inc.",-10.51,Hold
50.22,4,3,5,GIS,"General Mills, Inc.",2.79,Hold
50.19,4,3,4,PDCO,"Patterson Companies, Inc.",-4.07,Hold
50.18,3,6,10,NYRT,"New York REIT, Inc.",10.89,Buy
50.14,3,3,17,PKY,"Parkway, Inc.",0.57,Hold
50.13,4,3,4,CINF,Cincinnati Financial Corporation,-4.33,Hold
50.1,4,3,6,VALE,VALE S.A.,8.81,Hold
50.08,4,3,6,RLJ,RLJ Lodging Trust,8.75,Hold
50.03,3,3,17,PTHN,Patheon N.V.,0.14,Hold
50.0,1,6,17,ADOM,"ADOMANI, Inc.",0,
50.0,1,6,1,ATRI,Atrion Corporation,-51.57,
50.0,1,6,17,CSQ,Calamos Strategic Total Return Fund,0,
50.0,1,6,17,FTXO,First Trust Nasdaq Bank ETF,0,
50.0,1,6,17,QTEC,First Trust NASDAQ-100- Technology Index Fund,0,
50.0,1,6,17,ACWI,iShares MSCI ACWI Index Fund,0,
50.0,1,6,17,QQQ,"PowerShares QQQ Trust, Series 1",0,
50.0,1,6,17,SRUN,Silver Run Acquisition Corporation II,0,
50.0,1,6,17,VONG,Vanguard Russell 1000 Growth ETF,0,
50.0,1,6,17,ADX,"Adams Diversified Equity Fund, Inc.",0,
50.0,1,6,17,AWF,Alliance World Dollar Government Fund II,0,
50.0,4,3,5,ARI,Apollo Commercial Real Estate Finance,1.65,Hold
50.0,1,6,17,BBDO,Banco Bradesco Sa,0,
50.0,1,6,17,BTZ,BlackRock Credit Allocation Income Trust,0,
50.0,1,6,17,CISN,Cision Ltd.,0,
50.0,1,6,17,UTF,"Cohen & Steers Infrastructure Fund, Inc",0,
50.0,1,6,17,RQI,Cohen & Steers Quality Income Realty Fund Inc,0,
50.0,1,6,17,DNP,"Duff & Phelps Utilities Income, Inc.",0,
50.0,1,6,17,EVT,Eaton Vance Tax Advantaged Dividend Income Fund,0,
50.0,1,6,17,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,0,Hold
50.0,1,6,17,GAB,"Gabelli Equity Trust, Inc. (The)",0,
50.0,3,3,10,JCP,"J.C. Penney Company, Inc. Holding Company",10.02,Hold
50.0,1,6,17,USA,Liberty All-Star Equity Fund,0,
50.0,1,6,17,NUV,Nuveen AMT-Free Municipal Value Fund,0,
50.0,1,6,17,JQC,Nuveen Credit Strategies Income Fund,0,
50.0,1,6,17,NAD,Nuveen Quality Municipal Income Fund,0,
50.0,1,6,17,JPS,Nuveen Quality Preferred Income Fund 2,0,Underperform
50.0,1,6,17,BXMX,Nuveen S&P 500 Buy-Write Income Fund,0,
50.0,1,6,17,PTY,Pimco Corporate & Income Opportunity Fund,0,
50.0,1,6,17,PHK,Pimco High Income Fund,0,
50.0,1,6,17,QCP,"Quality Care Properties, Inc.",0,
50.0,1,6,17,RVT,"Royce Value Trust, Inc.",0,
50.0,1,6,17,HQH,Tekla Healthcare Investors,0,
50.0,1,6,17,TY,Tri Continental Corporation,0,
50.0,1,6,17,BIF,"USLIFE Income Fund, Inc.",0,
49.92,3,3,10,OII,"Oceaneering International, Inc.",9.58,Hold
49.88,5,2,7,NAVI,Navient Corporation,14.4,Hold
49.81,3,3,8,TDC,Teradata Corporation,-4.27,Hold
49.77,3,3,6,NYT,New York Times Company (The),-17.81,Hold
49.73,3,3,8,GHDX,"Genomic Health, Inc.",-4.66,Hold
49.72,3,3,9,SUN,Sunoco LP,1.94,Hold
49.71,3,3,8,MNTA,"Momenta Pharmaceuticals, Inc.",-4.76,Hold
49.7,4,3,5,NHI,"National Health Investors, Inc.",0.17,Hold
49.63,4,3,3,AWR,American States Water Company,-13.54,Hold
49.62,3,2,11,ALNY,"Alnylam Pharmaceuticals, Inc.",-10.22,Hold
49.59,4,3,5,FELE,"Franklin Electric Co., Inc.",-0.36,Hold
49.59,4,3,7,AEO,"American Eagle Outfitters, Inc.",12.95,Hold
49.5,3,3,9,PRGO,Perrigo Company,0.85,Hold
49.5,4,2,9,YELP,Yelp Inc.,0.85,Hold
49.42,3,3,9,MBLY,Mobileye N.V.,0.41,Hold
49.42,1,5,8,VHI,"Valhi, Inc.",-5.66,Sell
49.4,4,3,4,AIZ,"Assurant, Inc.",-8.02,Hold
49.4,3,3,8,BCH,Banco De Chile,-6.34,Hold
49.4,3,3,8,S,Sprint Corporation,-6.32,Hold
49.38,3,3,9,HP,"Helmerich & Payne, Inc.",0.24,Hold
49.33,3,3,8,AGNC,AGNC Investment Corp.,-6.66,Hold
49.3,3,4,5,NWBI,"Northwest Bancshares, Inc.",-1.84,Hold
49.28,4,3,8,TRIP,"TripAdvisor, Inc.",18.06,Hold
49.22,4,3,5,PCH,Potlatch Corporation,-2.21,Hold
49.2,4,3,7,AZZ,AZZ Inc.,11.0,Hold
49.2,4,3,7,GNRC,Generac Holdlings Inc.,10.99,Hold
49.19,3,4,3,NWN,Northwest Natural Gas Company,-15.73,Hold
49.18,4,3,7,STFC,State Auto Financial Corporation,10.88,Hold
49.18,5,2,8,CLB,Core Laboratories N.V.,17.59,Hold
49.16,3,3,8,INVA,"Innoviva, Inc.",-7.55,Hold
49.14,3,3,9,SPLS,"Staples, Inc.",-0.99,Hold
49.09,4,3,8,RPT,Ramco-Gershenson Properties Trust,17.13,Hold
49.07,3,3,17,RNR,RenaissanceRe Holdings Ltd.,-3.71,Hold
49.07,3,3,9,UAA,"Under Armour, Inc.",-1.33,Hold
49.02,3,3,8,ODP,"Office Depot, Inc.",-8.23,Hold
48.98,4,4,1,TMK,Torchmark Corporation,-5.08,Hold
48.95,3,3,9,BEP,Brookfield Renewable Partners L.P.,-1.9,Hold
48.9,4,3,6,TRI,Thomson Reuters Corp,2.85,Hold
48.86,4,3,6,RYN,Rayonier Inc.,2.63,Hold
48.83,3,3,11,SSYS,"Stratasys, Ltd.",10.84,Hold
48.74,3,3,8,TSLA,"Tesla, Inc. ",-9.64,Hold
48.63,4,3,8,GTLS,"Chart Industries, Inc.",14.84,Hold
48.63,4,3,6,ADM,Archer-Daniels-Midland Company,1.5,Hold
48.58,3,3,11,GRPN,"Groupon, Inc.",9.59,Hold
48.49,3,3,11,VSTO,Vista Outdoor Inc.,9.13,Hold
48.48,4,2,10,DATA,"Tableau Software, Inc.",2.4,Hold
48.42,3,3,12,FIT,"Fitbit, Inc.",15.45,Hold
48.41,3,3,17,LN,LINE Corporation,-6.38,Hold
48.36,3,3,11,UE,Urban Edge Properties,8.48,Hold
48.35,4,3,6,PEB,Pebblebrook Hotel Trust,0.09,Hold
48.34,4,2,10,PAY,"Verifone Systems, Inc.",1.68,Hold
48.28,5,3,6,NSH,"Nustar GP Holdings, LLC",24.74,Hold
48.26,5,2,8,MAT,"Mattel, Inc.",12.98,Hold
48.25,4,3,7,WRI,Weingarten Realty Investors,6.25,Hold
48.23,5,3,6,GPI,"Group 1 Automotive, Inc.",24.46,Hold
48.17,4,3,6,OHI,"Omega Healthcare Investors, Inc.",-0.81,Hold
48.11,4,3,8,SONC,Sonic Corp.,12.2,Hold
48.08,4,3,5,MOH,Molina Healthcare Inc,-7.93,Hold
48.05,5,2,8,KR,Kroger Company (The),11.92,Hold
48.02,4,3,7,NYCB,"New York Community Bancorp, Inc.",5.12,Hold
47.99,3,3,8,RATE,"Bankrate, Inc.",-13.36,Hold
47.99,4,3,8,MSGN,MSG Networks Inc.,11.63,Hold
47.98,4,3,7,SF,Stifel Financial Corporation,4.88,Hold
47.93,3,4,4,IRBT,iRobot Corporation,-15.36,Hold
47.92,3,6,4,AWH,"Allied World Assurance Company Holdings, AG",9.62,Hold
47.87,5,3,5,USG,USG Corporation,16.03,Hold
47.83,4,3,7,KSS,Kohl&#39;s Corporation,4.17,Hold
47.81,5,3,5,CAKE,The Cheesecake Factory Incorporated,15.74,Hold
47.72,4,3,8,AN,"AutoNation, Inc.",10.27,Hold
47.68,1,6,9,FNFV,"Fidelity National Financial, Inc.",-8.26,Hold
47.66,3,3,17,GFI,Gold Fields Limited,-9.34,Hold
47.61,3,3,13,CHK,Chesapeake Energy Corporation,18.03,Hold
47.6,4,3,8,MAC,Macerich Company (The),9.68,Hold
47.57,1,4,4,ESLT,Elbit Systems Ltd.,-17.17,Sell
47.55,4,3,5,MCY,Mercury General Corporation,-10.58,Hold
47.52,3,3,17,IHG,Intercontinental Hotels Group,-9.93,Hold
47.52,3,3,8,TPX,"Tempur Sealy International, Inc.",-15.73,Hold
47.5,3,3,10,CREE,"Cree, Inc.",-2.49,Hold
47.46,4,3,8,TCO,"Taubman Centers, Inc.",8.96,Hold
47.42,5,2,7,TGNA,TEGNA Inc.,2.1,Hold
47.33,3,3,11,CYH,"Community Health Systems, Inc.",3.31,Hold
47.31,3,3,11,CAFD,8point3 Energy Partners LP,3.23,Hold
47.3,3,4,5,FFG,"FBL Financial Group, Inc.",-11.83,Hold
47.29,5,2,8,SIG,Signet Jewelers Limited,8.12,Hold
47.27,3,3,10,ICL,Israel Chemicals Shs,-3.67,Hold
47.17,4,3,8,CVRR,"CVR Refining, LP",7.53,Hold
47.11,3,4,5,CWT,California Water  Service Group Holding,-12.76,Hold
47.08,4,3,7,NXPI,NXP Semiconductors N.V.,0.41,Hold
46.95,3,3,10,TAC,TransAlta Corporation,-5.25,Hold
46.94,3,4,6,VRSN,"VeriSign, Inc.",-6.96,Hold
46.93,4,4,2,ED,Consolidated Edison Inc,-8.69,Hold
46.91,4,3,12,LC,LendingClub Corporation,32.87,Hold
46.79,4,3,7,MD,"Mednax, Inc",-1.03,Hold
46.76,3,3,7,CYOU,Changyou.com Limited,-26.18,Hold
46.71,5,3,3,SWX,"Southwest Gas Holdings, Inc.",-3.14,Hold
46.69,5,3,8,EAT,"Brinker International, Inc.",30.14,Hold
46.66,3,3,10,SOHU,Sohu.com Inc.,-6.7,Hold
46.56,5,3,6,GPC,Genuine Parts Company,16.12,Hold
46.55,4,3,9,OXY,Occidental Petroleum Corporation,11.09,Hold
46.53,4,3,8,SRC,"Spirit Realty Capital, Inc.",4.33,Hold
46.5,3,4,6,AMKR,"Amkor Technology, Inc.",-9.17,Hold
46.46,3,6,6,DIOD,Diodes Incorporated,15.62,Hold
46.45,4,3,8,XOM,Exxon Mobil Corporation,3.92,Hold
46.45,3,4,7,OMI,"Owens & Minor, Inc.",-2.76,Hold
46.4,4,6,17,SAGE,"Sage Therapeutics, Inc.",10.61,Buy
46.39,4,3,10,GNW,Genworth Financial Inc,16.96,Hold
46.3,3,3,10,WPG,Washington Prime Group Inc.,-8.49,Hold
46.28,1,6,5,IBOC,International Bancshares Corporation,-38.2,
46.26,3,3,17,HSBC,HSBC Holdings plc,-14.97,Hold
46.17,4,3,8,UPS,"United Parcel Service, Inc.",2.54,Hold
46.1,4,3,8,DNB,Dun & Bradstreet Corporation (The),2.15,Hold
46.05,3,3,11,TERP,"TerraForm Power, Inc.",-3.07,Hold
46.02,5,3,6,HOG,"Harley-Davidson, Inc.",13.45,Hold
45.98,3,3,10,DDD,3D Systems Corporation,-10.11,Hold
45.81,4,3,7,CHSP,Chesapeake Lodging Trust,-5.93,Hold
45.63,4,6,17,NTB,Bank of N.T. Butterfield & Son Limited (The),7.53,Buy
45.62,4,3,6,QSII,"Quality Systems, Inc.",-13.59,Hold
45.55,1,6,6,WMK,"Weis Markets, Inc.",-34.46,
45.47,3,3,11,FEYE,"FireEye, Inc.",-5.96,Hold
45.47,4,3,8,OFC,Corporate Office Properties Trust,-0.96,Hold
45.37,4,3,9,HFC,HollyFrontier Corporation,5.19,Hold
45.17,4,3,9,FCX,"Freeport-McMoran, Inc.",4.17,Hold
45.0,1,6,4,NTL,Nortel Inversora SA,-51.09,
44.98,3,3,8,WTW,Weight Watchers International Inc,-28.43,Hold
44.95,1,5,8,GNCMA,"General Communication, Inc.",-23.55,Sell
44.94,4,3,8,CBL,"CBL & Associates Properties, Inc.",-3.63,Hold
44.82,1,4,8,ARR,"ARMOUR Residential REIT, Inc.",-4.23,Sell
44.78,5,3,5,APU,"AmeriGas Partners, L.P.",0.56,Hold
44.72,4,4,4,HE,"Hawaiian Electric Industries, Inc.",-6.41,Hold
