WOC Score,Ticker,Company Name,Yahoo (1-5),Zacks (1-5),Wall Street Journal Rating (1-5),MorningStar (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
63.3,RMR,The RMR Group Inc.,2.2,3,2,2,8,RMR,The RMR Group Inc.,19.76,Hold
63.29,CCE,Coca-Cola European Partners plc,2.5,2,2,6,6,CCE,Coca-Cola European Partners plc,0.59,Hold
63.28,CM,Canadian Imperial Bank of Commerce,2.8,2,2,6,8,CM,Canadian Imperial Bank of Commerce,21.34,Hold
63.27,RUSHA,"Rush Enterprises, Inc.",2.6,1,3,2,6,RUSHA,"Rush Enterprises, Inc.",-8.75,Hold
63.25,CHE,Chemed Corp.,2.3,2,2,6,7,CHE,Chemed Corp.,2.01,Hold
63.24,DTE,DTE Energy Company,2.3,3,2,6,3,DTE,DTE Energy Company,0.26,Hold
63.14,KOS,Kosmos Energy Ltd.,1.9,5,2,6,10,KOS,Kosmos Energy Ltd.,36.36,Buy
63.13,DGX,Quest Diagnostics Incorporated,2.6,2,3,6,2,DGX,Quest Diagnostics Incorporated,0.45,Hold
63.09,HDS,"HD Supply Holdings, Inc.",2.3,5,2,2.4,6,HDS,"HD Supply Holdings, Inc.",17.47,Buy
63.08,AIN,Albany International Corporation,3,1,3,6,3,AIN,Albany International Corporation,-8.17,Hold
63.08,AVB,"AvalonBay Communities, Inc.",2.4,3,2,6,3,AVB,"AvalonBay Communities, Inc.",1.82,Hold
63.07,DIOD,Diodes Incorporated,2.6,3,2,2,6,DIOD,Diodes Incorporated,14.83,Hold
63.07,WBMD,WebMD Health Corp,2.9,2,3,1,5,WBMD,WebMD Health Corp,-9.34,Hold
63.07,PHM,"PulteGroup, Inc.",2.6,3,2,6,3,PHM,"PulteGroup, Inc.",6.78,Hold
63.06,YRD,Yirendai Ltd.,2.7,3,2,6,8,YRD,Yirendai Ltd.,-7.46,Buy
63.04,WOOF,VCA Inc. ,2.8,2,3,2.3,2,WOOF,VCA Inc. ,0.44,Hold
63,EV,Eaton Vance Corporation,2.9,2,3,6,1,EV,Eaton Vance Corporation,0.48,Hold
62.96,LSTR,"Landstar System, Inc.",2.9,2,3,2.7,1,LSTR,"Landstar System, Inc.",5.71,Hold
62.96,EGN,Energen Corporation,2.2,4,2,6,9,EGN,Energen Corporation,11.07,Buy
62.94,TRN,"Trinity Industries, Inc.",2.4,2,2,6,8,TRN,"Trinity Industries, Inc.",9.33,Hold
62.93,DPS,"Dr Pepper Snapple Group, Inc",2.7,3,2,6,3,DPS,"Dr Pepper Snapple Group, Inc",8.43,Hold
62.88,FSLR,"First Solar, Inc.",2.4,1,2,2.4,8,FSLR,"First Solar, Inc.",-18.15,Hold
62.88,NLSN,Nielsen N.V.,2.3,2,2,6,8,NLSN,Nielsen N.V.,6.46,Hold
62.83,ABX,Barrick Gold Corporation,2.5,3,2,6,6,ABX,Barrick Gold Corporation,22.79,Hold
62.83,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2.6,3,2,6,4,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,12,Hold
62.79,AGCO,AGCO Corporation,2.8,1,3,6,4,AGCO,AGCO Corporation,-8.26,Hold
62.79,VCO,Vina Concha Y Toro,2.5,1,3,6,8,VCO,Vina Concha Y Toro,10.91,Hold
62.77,PFE,"Pfizer, Inc.",2.6,3,2,6,4,PFE,"Pfizer, Inc.",11.61,Hold
62.76,SJI,"South Jersey Industries, Inc.",2.4,3,2,6,4,SJI,"South Jersey Industries, Inc.",6.57,Hold
62.75,FHN,First Horizon National Corporation,2.5,3,2,6,5,FHN,First Horizon National Corporation,15.67,Hold
62.74,IFF,"Internationa Flavors & Fragrances, Inc.",2.6,2,3,6,3,IFF,"Internationa Flavors & Fragrances, Inc.",4.77,Hold
62.73,PRA,ProAssurance Corporation,2.7,3,2,6,2,PRA,ProAssurance Corporation,0.57,Hold
62.71,DBD,Diebold Nixdorf Incorporated,2,5,2,6,9,DBD,Diebold Nixdorf Incorporated,29.59,Buy
62.7,CBOE,"CBOE Holdings, Inc.",2.4,3,2,2,5,CBOE,"CBOE Holdings, Inc.",0.55,Hold
62.66,NVR,"NVR, Inc.",2.7,1,3,6,2,NVR,"NVR, Inc.",-24.86,Hold
62.63,FISV,"Fiserv, Inc.",2.5,2,3,2.5,2,FISV,"Fiserv, Inc.",-4.94,Hold
62.63,BLL,Ball Corporation,2.2,3,2,6,5,BLL,Ball Corporation,7.42,Hold
62.61,PRIM,Primoris Services Corporation,2.6,2,3,1.7,7,PRIM,Primoris Services Corporation,10.75,Hold
62.61,PAA,"Plains All American Pipeline, L.P.",2.2,3,2,6,7,PAA,"Plains All American Pipeline, L.P.",20.66,Hold
62.59,SSP,E.W. Scripps Company (The),2.5,2,2,6,8,SSP,E.W. Scripps Company (The),9.73,Hold
62.55,TFSL,TFS Financial Corporation,3,1,3,6,7,TFSL,TFS Financial Corporation,15.29,Hold
62.55,CVA,Covanta Holding Corporation,2.3,4,2,6,9,CVA,Covanta Holding Corporation,11.11,Buy
62.53,FWONK,Liberty Media Corporation,3,4,2,2,17,FWONK,Liberty Media Corporation,0.17,Buy
62.47,WWD,"Woodward, Inc.",2.3,4,2,2,3,WWD,"Woodward, Inc.",8.15,Hold
62.46,FMBI,"First Midwest Bancorp, Inc.",2.4,3,2,3,4,FMBI,"First Midwest Bancorp, Inc.",17.22,Hold
62.46,EPR,EPR Properties,2.4,3,2,6,5,EPR,EPR Properties,11.44,Hold
62.42,FICO,Fair Isaac Corporation,2.2,3,2,6,3,FICO,Fair Isaac Corporation,-7.16,Hold
62.39,UTX,United Technologies Corporation,2.5,3,2,6,4,UTX,United Technologies Corporation,6.84,Hold
62.38,MTOR,"Meritor, Inc.",2.6,2,2,6,7,MTOR,"Meritor, Inc.",4.29,Hold
62.37,INFN,Infinera Corporation,2.4,4,2,2,10,INFN,Infinera Corporation,6.56,Buy
62.3,HUBB,Hubbell Inc,2.5,3,2,6,4,HUBB,Hubbell Inc,6.28,Hold
62.28,DISH,DISH Network Corporation,2.7,3,2,2.3,5,DISH,DISH Network Corporation,12.61,Hold
62.25,ROLL,RBC Bearings Incorporated,2.2,3,2,3,2,ROLL,RBC Bearings Incorporated,-2.57,Hold
62.25,CBT,Cabot Corporation,2.4,3,2,6,5,CBT,Cabot Corporation,10.15,Hold
62.25,CMS,CMS Energy Corporation,2.5,3,2,6,3,CMS,CMS Energy Corporation,-0.65,Hold
62.16,SSB,South State Corporation,2.4,4,2,2,4,SSB,South State Corporation,15.15,Hold
62.15,DCI,"Donaldson Company, Inc.",2.5,2,3,6,3,DCI,"Donaldson Company, Inc.",-1.24,Hold
62.15,GDDY,GoDaddy Inc.,2.3,4,2,6,9,GDDY,GoDaddy Inc.,8.72,Buy
62.12,BR,"Broadridge Financial Solutions, Inc.",2.8,2,3,6,2,BR,"Broadridge Financial Solutions, Inc.",-0.61,Hold
62.11,TECD,Tech Data Corporation,2.3,3,2,3,4,TECD,Tech Data Corporation,12.28,Hold
62.1,WOR,"Worthington Industries, Inc.",3,1,3,6,5,WOR,"Worthington Industries, Inc.",-0.75,Hold
62.09,EPAY,"Bottomline Technologies, Inc.",2.3,3,2,1.7,8,EPAY,"Bottomline Technologies, Inc.",6.31,Hold
62.08,LMT,Lockheed Martin Corporation,2.2,3,2,6,5,LMT,Lockheed Martin Corporation,4.16,Hold
62.07,BOH,Bank of Hawaii Corporation,3.2,2,3,6,1,BOH,Bank of Hawaii Corporation,2.41,Hold
62.06,MIDD,The Middleby Corporation,2.3,3,2,2.7,5,MIDD,The Middleby Corporation,11.07,Hold
62.01,ETN,"Eaton Corporation, PLC",2.5,3,2,6,4,ETN,"Eaton Corporation, PLC",4.55,Hold
61.99,CORT,Corcept Therapeutics Incorporated,3,3,3,6,5,CORT,Corcept Therapeutics Incorporated,-1.4,Buy
61.99,INCR,"INC Research Holdings, Inc.",2.3,3,2,3,5,INCR,"INC Research Holdings, Inc.",18.12,Hold
61.96,LIVN,LivaNova PLC,2.6,1,2,3,8,LIVN,LivaNova PLC,-4.63,Hold
61.94,ESGR,Enstar Group Limited,3,1,3,6,4,ESGR,Enstar Group Limited,-8.39,Hold
61.94,MEDP,"Medpace Holdings, Inc.",2.5,4,2,1,17,MEDP,"Medpace Holdings, Inc.",9.13,Hold
61.93,FLO,"Flowers Foods, Inc.",2.4,3,2,6,6,FLO,"Flowers Foods, Inc.",14.94,Hold
61.91,NS,Nustar Energy L.P.,2.7,3,3,1,7,NS,Nustar Energy L.P.,15.88,Hold
61.9,HTLF,"Heartland Financial USA, Inc.",2.5,3,2,3,4,HTLF,"Heartland Financial USA, Inc.",15.8,Hold
61.89,ALG,"Alamo Group, Inc.",2.7,3,2,6,2,ALG,"Alamo Group, Inc.",-4.47,Hold
61.88,RBC,Regal Beloit Corporation,2.6,2,3,6,3,RBC,Regal Beloit Corporation,-0.36,Hold
61.87,JOBS,"51job, Inc.",2.8,1,3,6,3,JOBS,"51job, Inc.",-20.45,Hold
61.84,SNHY,Sun Hydraulics Corporation,2,3,3,6,5,SNHY,Sun Hydraulics Corporation,10.87,Outperform
61.83,SRCE,1st Source Corporation,2.8,2,3,3,1,SRCE,1st Source Corporation,2.84,Hold
61.81,MKL,Markel Corporation,2.8,1,3,6,5,MKL,Markel Corporation,-7.45,Hold
61.75,DOX,Amdocs Limited,6,3,2,2.7,3,DOX,Amdocs Limited,1.36,Hold
61.75,MXIM,"Maxim Integrated Products, Inc.",2.6,3,2,2.8,3,MXIM,"Maxim Integrated Products, Inc.",5.56,Hold
61.74,SYMC,Symantec Corporation,2.5,2,2,2.6,8,SYMC,Symantec Corporation,6.35,Hold
61.74,TU,TELUS Corporation,2.5,2,2,6,7,TU,TELUS Corporation,-2.04,Hold
61.73,JHX,James Hardie Industries plc.,1,1,2,6,17,JHX,James Hardie Industries plc.,7.09,Buy
61.71,SQ,"Square, Inc.",2.3,3,2,6,10,SQ,"Square, Inc.",-12.21,Buy
61.68,TOL,Toll Brothers Inc.,2.3,3,2,6,5,TOL,Toll Brothers Inc.,4.27,Hold
61.67,IBN,ICICI Bank Limited,1,2,1,6,17,IBN,ICICI Bank Limited,6.69,Buy
61.66,JNPR,"Juniper Networks, Inc.",2.6,3,2,6,5,JNPR,"Juniper Networks, Inc.",11.63,Hold
61.65,JRVR,"James River Group Holdings, Ltd.",2.4,3,2,3,4,JRVR,"James River Group Holdings, Ltd.",11.53,Hold
61.63,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",2.7,5,1,6,8,BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",8.94,Buy
61.62,NVS,Novartis AG,2.3,3,2,6,5,NVS,Novartis AG,3.86,Hold
61.61,EGOV,NIC Inc.,2.9,2,3,3,5,EGOV,NIC Inc.,30.43,Hold
61.6,PBI,Pitney Bowes Inc.,2,3,2,6,8,PBI,Pitney Bowes Inc.,16.28,Hold
61.59,LEXEA,"Liberty Expedia Holdings, Inc.",1.5,1,1,6,17,LEXEA,"Liberty Expedia Holdings, Inc.",-6.36,Buy
61.57,BCE,"BCE, Inc.",2.7,2,3,6,3,BCE,"BCE, Inc.",0.26,Hold
61.57,TDY,Teledyne Technologies Incorporated,2.7,3,2,6,4,TDY,Teledyne Technologies Incorporated,6.92,Hold
61.55,EGL,"Engility Holdings, Inc.",3,4,2,6,9,EGL,"Engility Holdings, Inc.",22.66,Buy
61.53,HRL,Hormel Foods Corporation,2.5,3,2,6,5,HRL,Hormel Foods Corporation,8.35,Hold
61.53,MMP,Magellan Midstream Partners L.P.,2.6,3,2,6,6,MMP,Magellan Midstream Partners L.P.,17.5,Hold
61.53,OGE,OGE Energy Corporation,2.3,3,2,6,5,OGE,OGE Energy Corporation,3.35,Hold
61.51,GBDC,"Golub Capital BDC, Inc.",2.7,3,3,1,5,GBDC,"Golub Capital BDC, Inc.",-0.26,Hold
61.5,PPL,PPL Corporation,2.5,2,3,6,4,PPL,PPL Corporation,1.49,Hold
61.47,BAH,Booz Allen Hamilton Holding Corporation,2.5,3,2,6,5,BAH,Booz Allen Hamilton Holding Corporation,8,Hold
61.43,HBM,Hudbay Minerals Inc.,1.4,5,2,6,10,HBM,Hudbay Minerals Inc.,13.59,Buy
61.43,TIF,Tiffany & Co.,2.3,3,2,6,5,TIF,Tiffany & Co.,2.76,Hold
61.41,ETE,"Energy Transfer Equity, L.P.",2.1,5,2,6,8,ETE,"Energy Transfer Equity, L.P.",17.65,Buy
61.4,WFC,Wells Fargo & Company,2.7,3,2,6,5,WFC,Wells Fargo & Company,12.57,Hold
61.39,KAMN,Kaman Corporation,2.5,3,2,6,5,KAMN,Kaman Corporation,7.48,Hold
61.36,JBHT,"J.B. Hunt Transport Services, Inc.",2.2,4,2,2.2,4,JBHT,"J.B. Hunt Transport Services, Inc.",9.55,Hold
61.32,ZG,"Zillow Group, Inc.",2.4,3,2,1.8,8,ZG,"Zillow Group, Inc.",5.89,Hold
61.31,EIGI,"Endurance International Group Holdings, Inc.",2.5,3,3,2,11,EIGI,"Endurance International Group Holdings, Inc.",8.33,Buy
61.3,LCII,LCI Industries ,1.3,2,1,6,1,LCII,LCI Industries ,11.6,
61.26,MTD,"Mettler-Toledo International, Inc.",2.5,2,3,6,3,MTD,"Mettler-Toledo International, Inc.",-6.58,Hold
61.24,ATR,"AptarGroup, Inc.",2.9,2,3,6,3,ATR,"AptarGroup, Inc.",3.27,Hold
61.23,ABCO,The Advisory Board Company,2.3,3,2,1.7,7,ABCO,The Advisory Board Company,-6.39,Hold
61.19,CDNS,"Cadence Design Systems, Inc.",2.6,3,2,2.3,3,CDNS,"Cadence Design Systems, Inc.",-10.83,Hold
61.19,PAGP,"Plains Group Holdings, L.P.",2.2,3,2,6,8,PAGP,"Plains Group Holdings, L.P.",18.79,Hold
61.18,EBAY,eBay Inc.,2.5,3,2,2,7,EBAY,eBay Inc.,5.73,Hold
61.17,NOK,Nokia Corporation,2.6,2,2,6,8,NOK,Nokia Corporation,3.71,Hold
61.14,LANC,Lancaster Colony Corporation,2.5,3,2,3,5,LANC,Lancaster Colony Corporation,17.17,Hold
61.14,HIW,"Highwoods Properties, Inc.",2.4,3,2,6,5,HIW,"Highwoods Properties, Inc.",3.5,Hold
61.12,Q,"Quintiles IMS Holdings, Inc.",2.5,3,2,6,5,Q,"Quintiles IMS Holdings, Inc.",5.9,Hold
61.1,CIG,Comp En De Mn Cemig ADS,2,3,2,6,8,CIG,Comp En De Mn Cemig ADS,13.29,Hold
61.08,NWSA,News Corporation,2.5,3,2,1.7,8,NWSA,News Corporation,4.24,Hold
61.04,TRVG,trivago N.V.,2.4,2,2,3,17,TRVG,trivago N.V.,1.23,Hold
60.98,VSH,"Vishay Intertechnology, Inc.",3.2,1,3,6,4,VSH,"Vishay Intertechnology, Inc.",-9.09,Hold
60.95,LABL,Multi-Color Corporation,3.2,2,3,3,1,LABL,Multi-Color Corporation,6.63,Hold
60.95,CUK,Carnival Corporation,1,1,2,6,17,CUK,Carnival Corporation,1.64,Buy
60.91,KMT,Kennametal Inc.,2.6,3,2,6,7,KMT,Kennametal Inc.,20.48,Hold
60.9,CHS,"Chico&#39;s FAS, Inc.",2.6,3,2,6,8,CHS,"Chico&#39;s FAS, Inc.",27.07,Hold
60.87,PGRE,"Paramount Group, Inc.",2.8,3,3,6,8,PGRE,"Paramount Group, Inc.",6.9,Buy
60.86,RPAI,"Retail Properties of America, Inc.",2.3,3,2,6,8,RPAI,"Retail Properties of America, Inc.",19.31,Hold
60.82,MSCI,MSCI Inc,2.5,2,3,6,4,MSCI,MSCI Inc,-2.6,Hold
60.79,GE,General Electric Company,2.4,5,2,6,8,GE,General Electric Company,21.43,Buy
60.76,FRT,Federal Realty Investment Trust,2.3,3,2,6,6,FRT,Federal Realty Investment Trust,5.41,Hold
60.74,RGC,Regal Entertainment Group,2.6,5,2,6,7,RGC,Regal Entertainment Group,19.42,Buy
60.69,NTGR,"NETGEAR, Inc.",2.3,3,2,3,6,NTGR,"NETGEAR, Inc.",15.65,Hold
60.69,AEP,"American Electric Power Company, Inc.",2.4,3,2,6,5,AEP,"American Electric Power Company, Inc.",0.81,Hold
60.67,AAP,Advance Auto Parts Inc,2.4,5,2,6,8,AAP,Advance Auto Parts Inc,20.68,Buy
60.67,IDA,"IDACORP, Inc.",3,2,3,6,3,IDA,"IDACORP, Inc.",2.33,Hold
60.67,STO,Statoil ASA,2.2,3,3,6,9,STO,Statoil ASA,-2.64,Buy
60.65,VIAB,Viacom Inc.,2.6,3,2,2.6,8,VIAB,Viacom Inc.,26.19,Hold
60.62,VR,"Validus Holdings, Ltd.",2.8,3,2,3,3,VR,"Validus Holdings, Ltd.",7.67,Hold
60.61,FHB,"First Hawaiian, Inc.",2.6,3,2,2.3,17,FHB,"First Hawaiian, Inc.",11.15,Hold
60.61,RF,Regions Financial Corporation,2.8,3,3,1.3,5,RF,Regions Financial Corporation,3.45,Hold
60.6,TRMK,Trustmark Corporation,3,2,3,6,4,TRMK,Trustmark Corporation,8.63,Hold
60.59,MCK,McKesson Corporation,2.7,3,2,6,5,MCK,McKesson Corporation,7.69,Hold
60.59,SEMG,Semgroup Corporation,2.5,3,2,6,9,SEMG,Semgroup Corporation,29.39,Hold
60.56,DNOW,NOW Inc.,2.3,3,2,6,10,DNOW,NOW Inc.,30.84,Hold
60.52,MLNX,"Mellanox Technologies, Ltd.",2.6,3,2,2.5,6,MLNX,"Mellanox Technologies, Ltd.",9.46,Hold
60.51,MDXG,"MiMedx Group, Inc",2.6,3,2,5,5,MDXG,"MiMedx Group, Inc",15.25,Buy
60.5,ELS,"Equity Lifestyle Properties, Inc.",2.2,2,3,6,5,ELS,"Equity Lifestyle Properties, Inc.",-5.34,Hold
60.49,SXT,Sensient Technologies Corporation,2.5,4,2,6,3,SXT,Sensient Technologies Corporation,13.79,Hold
60.48,ING,"ING Group, N.V.",1,1,2,6,17,ING,"ING Group, N.V.",-1.64,Buy
60.48,LPT,Liberty Property Trust,2.6,2,3,6,4,LPT,Liberty Property Trust,-2.15,Hold
60.47,BWA,BorgWarner Inc.,2.6,3,2,6,5,BWA,BorgWarner Inc.,4.46,Hold
60.47,PG,Procter & Gamble Company (The),2.5,3,2,6,5,PG,Procter & Gamble Company (The),1.98,Hold
60.44,CVI,CVR Energy Inc.,3,1,3,6,8,CVI,CVR Energy Inc.,9.32,Hold
60.42,TCBI,"Texas Capital Bancshares, Inc.",2.5,3,2,2.6,6,TCBI,"Texas Capital Bancshares, Inc.",8.78,Hold
60.42,AZUL,Azul S.A.,1.5,2,1,6,17,AZUL,Azul S.A.,10.45,Buy
60.42,GSH,Guangshen Railway Company Limited,3,1,2,6,17,GSH,Guangshen Railway Company Limited,47.96,Buy
60.4,FLOW,"SPX FLOW, Inc.",3.5,3,2,6,11,FLOW,"SPX FLOW, Inc.",16.57,Buy
60.36,CBRL,"Cracker Barrel Old Country Store, Inc.",3,3,3,2,2,CBRL,"Cracker Barrel Old Country Store, Inc.",4.2,Hold
60.34,ORI,Old Republic International Corporation,2.7,3,3,6,5,ORI,Old Republic International Corporation,20.86,Outperform
60.32,SEE,Sealed Air Corporation,2.3,3,2,6,7,SEE,Sealed Air Corporation,9.41,Hold
60.31,FFIN,"First Financial Bankshares, Inc.",3.2,2,3,6,1,FFIN,"First Financial Bankshares, Inc.",-8.14,Hold
60.3,FR,"First Industrial Realty Trust, Inc.",2.4,3,2,6,5,FR,"First Industrial Realty Trust, Inc.",-1.54,Hold
60.29,APAM,Artisan Partners Asset Management Inc.,3,1,3,6,6,APAM,Artisan Partners Asset Management Inc.,-4.91,Hold
60.29,TTM,Tata Motors Ltd,1,2,2,6,17,TTM,Tata Motors Ltd,22,Buy
60.26,OAK,"Oaktree Capital Group, LLC",2.7,3,2,6,5,OAK,"Oaktree Capital Group, LLC",5.71,Hold
60.23,GLPI,"Gaming and Leisure Properties, Inc.",2.7,3,2,2.3,5,GLPI,"Gaming and Leisure Properties, Inc.",-1.73,Hold
60.22,SM,SM Energy Company,2.3,3,2,6,11,SM,SM Energy Company,35.51,Hold
60.21,COR,CoreSite Realty Corporation,2.3,3,2,6,5,COR,CoreSite Realty Corporation,-4.56,Hold
60.17,WDFC,WD-40 Company,3,2,3,6,4,WDFC,WD-40 Company,6.03,Hold
60.16,ASTE,"Astec Industries, Inc.",2.6,4,2,3,5,ASTE,"Astec Industries, Inc.",37.81,Hold
60.16,FULT,Fulton Financial Corporation,3.1,2,3,3,2,FULT,Fulton Financial Corporation,5.26,Hold
60.16,OGS,"ONE Gas, Inc.",3.3,2,3,6,1,OGS,"ONE Gas, Inc.",-6.53,Hold
60.16,SCL,Stepan Company,2.7,3,3,6,2,SCL,Stepan Company,10.12,Hold
60.1,FTV,Fortive Corporation,2.6,2,2,6,9,FTV,Fortive Corporation,3.92,Hold
60.1,PUMP,ProPetro Holding Corp.,1.9,3,1,6,17,PUMP,ProPetro Holding Corp.,43.18,Buy
60.09,NI,"NiSource, Inc",2.5,2,3,6,5,NI,"NiSource, Inc",-0.27,Hold
60.04,SSD,"Simpson Manufacturing Company, Inc.",3,2,3,6,4,SSD,"Simpson Manufacturing Company, Inc.",5.22,Hold
60.03,SANM,Sanmina Corporation,2.3,5,2,2,4,SANM,Sanmina Corporation,22.73,Hold
60.03,OI,"Owens-Illinois, Inc.",2.7,2,3,6,5,OI,"Owens-Illinois, Inc.",4.34,Hold
60.02,C,Citigroup Inc.,2.4,3,2,5,5,C,Citigroup Inc.,6.78,Buy
60.02,VNO,Vornado Realty Trust,2.3,5,2,6,7,VNO,Vornado Realty Trust,7.65,Buy
60.01,PRTY,Party City Holdco Inc.,2.5,3,2,6,9,PRTY,Party City Holdco Inc.,25.89,Hold
60,SCI,Service Corporation International,1.5,2,1,6,17,SCI,Service Corporation International,7.48,Buy
59.99,AXE,Anixter International Inc.,2.7,3,2,6,6,AXE,Anixter International Inc.,10.76,Hold
59.99,SNV,Synovus Financial Corp.,2.7,3,3,6,2,SNV,Synovus Financial Corp.,9.1,Hold
59.95,FSV,FirstService Corporation,2.3,3,2,2.5,6,FSV,FirstService Corporation,-2.02,Hold
59.94,FFBC,First Financial Bancorp.,2.7,3,3,2.3,3,FFBC,First Financial Bancorp.,7.9,Hold
59.94,LULU,lululemon athletica inc.,2.5,3,2,2.2,6,LULU,lululemon athletica inc.,-4.58,Hold
59.92,AVA,Avista Corporation,3.4,2,3,6,2,AVA,Avista Corporation,1.16,Hold
59.91,CMO,Capstead Mortgage Corporation,3,1,3,6,9,CMO,Capstead Mortgage Corporation,12.82,Hold
59.89,CLS,"Celestica, Inc.",2.7,3,3,6,5,CLS,"Celestica, Inc.",28.52,Hold
59.88,CNMD,CONMED Corporation,2.7,4,2,1,7,CNMD,CONMED Corporation,1.64,Hold
59.88,CAE,CAE Inc,2.6,3,2,6,5,CAE,CAE Inc,0.97,Hold
59.88,DUK,Duke Energy Corporation,3.1,2,3,6,3,DUK,Duke Energy Corporation,0.11,Hold
59.88,WYN,Wyndham Worldwide Corp,2.5,3,2,6,5,WYN,Wyndham Worldwide Corp,-1.56,Hold
59.87,BATRK,Liberty Media Corporation,4,2,6,2,9,BATRK,Liberty Media Corporation,-12.45,Buy
59.83,EOCC,Enel Generacion Chile S.A.,2.8,1,3,6,8,EOCC,Enel Generacion Chile S.A.,0.63,Hold
59.82,NTRS,Northern Trust Corporation,2.6,3,3,2.6,2,NTRS,Northern Trust Corporation,5.43,Hold
59.82,NOAH,Noah Holdings Ltd.,2.5,5,2,6,5,NOAH,Noah Holdings Ltd.,-1.93,Buy
59.8,STC,Stewart Information Services Corporation,3.3,1,4,6,3,STC,Stewart Information Services Corporation,4.64,Hold
59.79,TEGP,"Tallgrass Energy GP, LP",2.4,3,2,6,8,TEGP,"Tallgrass Energy GP, LP",15.43,Hold
59.75,CFX,Colfax Corporation,2.5,3,2,6,7,CFX,Colfax Corporation,10.97,Hold
59.75,DRH,Diamondrock Hospitality Company,2.7,2,3,6,5,DRH,Diamondrock Hospitality Company,2.65,Hold
59.74,JJSF,J & J Snack Foods Corp.,2.3,5,2,3,4,JJSF,J & J Snack Foods Corp.,-4.3,Buy
59.73,NRCIB,National Research Corporation,3,3,3,1,4,NRCIB,National Research Corporation,-11.92,Hold
59.73,CBI,Chicago Bridge & Iron Company N.V.,2.5,5,2,6,11,CBI,Chicago Bridge & Iron Company N.V.,37.54,Buy
59.7,BBRY,BlackBerry Limited,2.9,1,3,2.9,7,BBRY,BlackBerry Limited,2.88,Hold
59.67,UMC,United Microelectronics Corporation,2.7,1,3,6,7,UMC,United Microelectronics Corporation,-9.49,Hold
59.66,NTCT,"NetScout Systems, Inc.",2.4,3,2,2,8,NTCT,"NetScout Systems, Inc.",-0.72,Hold
59.65,CPT,Camden Property Trust,2.6,3,2,6,5,CPT,Camden Property Trust,-0.44,Hold
59.65,INVH,Invitation Homes Inc.,1.8,2,1,6,17,INVH,Invitation Homes Inc.,12.52,Buy
59.64,ZBRA,Zebra Technologies Corporation,2.4,3,2,2.2,8,ZBRA,Zebra Technologies Corporation,4.13,Hold
59.63,HIG,"Hartford Financial Services Group, Inc. (The)",2.6,3,2,6,5,HIG,"Hartford Financial Services Group, Inc. (The)",-0.58,Hold
59.62,MAR,Marriott International,2.4,4,2,2.4,3,MAR,Marriott International,0.64,Hold
59.61,CGNX,Cognex Corporation,2.7,3,2,3,3,CGNX,Cognex Corporation,-1.9,Hold
59.61,KYO,Kyocera Corporation,4,1,3,6,3,KYO,Kyocera Corporation,-4,Hold
59.61,SMLP,"Summit Midstream Partners, LP",2.5,2,3,6,8,SMLP,"Summit Midstream Partners, LP",16.85,Hold
59.6,SEM,Select Medical Holdings Corporation,3,3,3,6,6,SEM,Select Medical Holdings Corporation,-9.09,Buy
59.59,HPE,Hewlett Packard Enterprise Company,2.4,3,2,6,8,HPE,Hewlett Packard Enterprise Company,14.22,Hold
59.58,MBFI,MB Financial Inc.,2.8,4,3,2,2,MBFI,MB Financial Inc.,18.7,Hold
59.57,MPW,"Medical Properties Trust, Inc.",2.7,2,3,6,6,MPW,"Medical Properties Trust, Inc.",8.28,Hold
59.54,AAXN,"Axon Enterprise, Inc.",2.1,4,2,3,7,AAXN,"Axon Enterprise, Inc.",24.72,
59.52,DISCB,"Discovery Communications, Inc.",3,1,3,2.9,7,DISCB,"Discovery Communications, Inc.",4.13,Hold
59.52,CMA,Comerica Incorporated,2.7,3,3,6,2,CMA,Comerica Incorporated,6.28,Hold
59.5,CBSH,"Commerce Bancshares, Inc.",3.2,2,3,3,1,CBSH,"Commerce Bancshares, Inc.",-3.5,Hold
59.5,FOXF,Fox Factory Holding Corp.,2.6,2,3,3,2,FOXF,Fox Factory Holding Corp.,-11.8,Hold
59.5,K,Kellogg Company,3,2,3,6,5,K,Kellogg Company,8.65,Hold
59.48,SYNA,Synaptics Incorporated,2.7,5,2,2.7,8,SYNA,Synaptics Incorporated,23.03,Buy
59.48,XLNX,"Xilinx, Inc.",2.7,3,3,2.4,2,XLNX,"Xilinx, Inc.",0.52,Hold
59.48,THC,Tenet Healthcare Corporation,2.5,3,2,6,10,THC,Tenet Healthcare Corporation,29.36,Hold
59.47,TEVA,Teva Pharmaceutical Industries Limited,2.5,3,2,6,8,TEVA,Teva Pharmaceutical Industries Limited,15.96,Hold
59.45,CNX,CONSOL Energy Inc.,2.3,3,2,6,10,CNX,CONSOL Energy Inc.,24.19,Hold
59.43,SC,Santander Consumer USA Holdings Inc.,2.5,3,2,6,8,SC,Santander Consumer USA Holdings Inc.,15.74,Hold
59.41,TD,Toronto Dominion Bank (The),2.6,3,2,6,6,TD,Toronto Dominion Bank (The),4.81,Hold
