Top of The Market Rating,Yahoo (1-5)Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
61.51,2.5,2,3,5,VMI,"Valmont Industries, Inc.",8.2,Hold
61.5,2.7,2,3,3,BCE,"BCE, Inc.",-0.15,Hold
61.49,2.3,3,2,5,TOL,Toll Brothers Inc.,3.08,Hold
61.47,3.0,2,3,2,CFR,"Cullen/Frost Bankers, Inc.",0.51,Hold
61.47,2.1,5,2,8,ETE,"Energy Transfer Equity, L.P.",17.98,Buy
61.45,2.2,3,2,8,RMR,The RMR Group Inc.,20.36,Hold
61.44,2.7,3,3,1,COLB,"Columbia Banking System, Inc.",11.14,Hold
61.44,2.6,3,2,3,GLW,Corning Incorporated,-3.02,Hold
61.44,2.5,3,2,5,KAMN,Kaman Corporation,7.8,Hold
61.41,2.7,2,3,3,BK,Bank Of New York Mellon Corporation (The),-0.73,Hold
61.36,2.0,4,1,10,VET,Vermilion Energy Inc.,16.81,
61.3,2.6,3,2,6,MMP,Magellan Midstream Partners L.P.,16.11,Hold
61.3,2.3,3,2,8,RPAI,"Retail Properties of America, Inc.",21.95,Hold
61.19,1.0,1,6,17,DVMT,Dell Technologies Inc.,17.15,Buy
61.17,3.1,2,3,3,OMC,Omnicom Group Inc.,7.83,Hold
61.16,2.0,3,2,8,PBI,Pitney Bowes Inc.,13.64,Hold
61.14,2.6,3,2,8,CHS,"Chico&#39;s FAS, Inc.",28.49,Hold
61.14,3.0,1,2,8,WF,Woori Bank,-11.47,Hold
61.12,2.3,3,2,10,SQ,"Square, Inc.",-15.78,Buy
61.11,2.7,3,2,3,CGNX,Cognex Corporation,-2.52,Hold
61.11,2.0,3,2,8,CIG,Comp En De Mn Cemig ADS,13.34,Hold
61.11,2.2,3,3,9,STO,Statoil ASA,0.01,Buy
61.1,2.4,3,2,5,HIW,"Highwoods Properties, Inc.",3.29,Hold
61.1,2.3,3,2,5,NVS,Novartis AG,0.79,Hold
61.04,2.6,3,2,6,PPC,Pilgrim&#39;s Pride Corporation,14.58,Hold
61.03,3.3,1,3,5,BCPC,Balchem Corporation,0.37,Hold
61.02,2.6,2,3,3,CTAS,Cintas Corporation,-5.55,Hold
61.01,3.2,2,3,1,CBSH,"Commerce Bancshares, Inc.",-3.95,Hold
61.0,3.3,1,4,3,STC,Stewart Information Services Corporation,11.81,Hold
60.98,2.4,3,2,5,ICUI,"ICU Medical, Inc.",2.53,Hold
60.95,2.1,4,2,7,AAXN,"Axon Enterprise, Inc.",22.24,
60.95,2.8,1,3,8,KEX,Kirby Corporation,7.36,Hold
60.94,3.5,3,2,11,FLOW,"SPX FLOW, Inc.",19.79,Buy
60.93,2.6,3,2,6,DIOD,Diodes Incorporated,13.93,Hold
60.93,3.0,1,3,4,SAFT,"Safety Insurance Group, Inc.",-14.41,Hold
60.91,2.6,2,3,2,IEX,IDEX Corporation,-12.85,Hold
60.9,6,1,1,17,QVCB,Liberty Interactive Corporation,15.37,Buy
60.9,2.7,2,3,4,PKI,"PerkinElmer, Inc.",2.89,Hold
60.9,3.2,1,3,4,VSH,"Vishay Intertechnology, Inc.",-9.6,Hold
60.89,2.7,4,2,8,POT,Potash Corporation of Saskatchewan Inc.,4.52,Buy
60.88,6,2,3,4,CMI,Cummins Inc.,-0.58,Hold
60.87,3.0,2,3,3,TOWN,Towne Bank,3.56,Hold
60.85,2.7,3,2,5,WFC,Wells Fargo & Company,9.27,Hold
60.78,2.3,3,2,6,FRT,Federal Realty Investment Trust,5.5,Hold
60.75,2.4,5,2,8,GE,General Electric Company,21.14,Buy
60.74,2.7,5,2,17,CEO,CNOOC Limited,21.18,Buy
60.74,2.6,2,2,9,FTV,Fortive Corporation,7.75,Hold
60.72,2.6,3,2,7,KMT,Kennametal Inc.,19.3,Hold
60.72,2.3,3,2,17,VVV,Valvoline Inc.,11.11,Hold
60.7,2.5,2,3,5,KNX,"Knight Transportation, Inc.",3.36,Hold
60.64,2.9,1,3,7,BBRY,BlackBerry Limited,1.32,Hold
60.64,2.7,1,2,9,IONS,"Ionis Pharmaceuticals, Inc.",-15.33,Hold
60.64,2.5,3,2,5,PG,Procter & Gamble Company (The),3.02,Hold
60.63,3.0,1,3,17,CEA,China Eastern Airlines Corporation Ltd.,3.14,Hold
60.55,2.4,3,2,5,CBOE,"CBOE Holdings, Inc.",-0.04,Hold
60.54,3.0,2,3,3,IDA,"IDACORP, Inc.",1.6,Hold
60.51,3.0,4,2,17,FWONK,Liberty Media Corporation,2.55,Buy
60.51,2.5,2,3,3,MTD,"Mettler-Toledo International, Inc.",-11.1,Hold
60.47,3.0,2,3,1,INDB,Independent Bank Corp.,-12.2,Hold
60.46,2.5,4,2,3,SXT,Sensient Technologies Corporation,13.62,Hold
60.45,2.6,2,3,5,DOV,Dover Corporation,4.37,Hold
60.45,2.6,2,3,4,LPT,Liberty Property Trust,-2.33,Hold
60.44,2.5,2,3,4,MSCI,MSCI Inc,-4.85,Hold
60.41,4.0,1,3,3,KYO,Kyocera Corporation,0.79,Hold
60.37,2.5,2,2,7,BA,Boeing Company (The),-10.26,Hold
60.35,2.3,4,2,3,WWD,"Woodward, Inc.",7.94,Hold
60.33,2.7,3,3,2,UMBF,UMB Financial Corporation,11.14,Hold
60.31,2.9,2,3,5,TCF,TCF Financial Corporation,11.04,Hold
60.24,2.9,3,3,1,FFBC,First Financial Bancorp.,8.95,Hold
60.22,2.7,2,3,5,BOKF,BOK Financial Corporation,5.5,Hold
60.21,3.2,2,3,3,NWE,NorthWestern Corporation,4.57,Hold
60.19,3.2,2,3,1,FFIN,"First Financial Bankshares, Inc.",-8.88,Hold
60.16,2.7,3,2,9,AG,First Majestic Silver Corp.,31.81,Hold
60.13,3.3,2,3,1,OGS,"ONE Gas, Inc.",-6.73,Hold
60.12,2.0,1,3,17,ZNH,China Southern Airlines Company Limited,-24.42,Hold
60.11,2.6,4,2,5,GNTX,Gentex Corporation,27.31,Hold
60.11,3.0,2,3,4,WDFC,WD-40 Company,5.68,Hold
60.11,2.7,3,2,5,OAK,"Oaktree Capital Group, LLC",4.82,Hold
60.07,2.6,3,2,3,CDNS,"Cadence Design Systems, Inc.",-11.24,Hold
60.03,2.4,3,2,6,CAA,"CalAtlantic Group, Inc.",3.54,Hold
59.98,2.9,2,3,5,PNR,Pentair plc.,9.03,Hold
59.97,3.1,2,3,3,DUK,Duke Energy Corporation,0.65,Hold
59.97,3.0,2,3,4,SSD,"Simpson Manufacturing Company, Inc.",4.83,Hold
59.9,3.0,3,3,5,CORT,Corcept Therapeutics Incorporated,-13.93,Buy
59.9,2.6,1,3,8,GES,"Guess?, Inc.",-3.95,Hold
59.89,3.0,1,3,6,APAM,Artisan Partners Asset Management Inc.,-7.32,Hold
59.88,1.0,1,6,17,TYG,Tortoise Energy Infrastructure Corporation,9.29,Buy
59.88,2.5,3,2,5,WYN,Wyndham Worldwide Corp,-1.55,Hold
59.87,2.7,3,2,5,MCK,McKesson Corporation,3.4,Hold
59.87,2.3,2,3,6,R,"Ryder System, Inc.",0.05,Hold
59.86,2.0,4,2,11,ADSK,"Autodesk, Inc.",0.81,Buy
59.86,2.7,5,2,8,SYNA,Synaptics Incorporated,23.31,Buy
59.86,2.6,3,2,5,CPT,Camden Property Trust,0.8,Hold
59.84,3.0,2,3,5,K,Kellogg Company,10.68,Hold
59.82,2.6,3,2,5,KO,Coca-Cola Company (The),0.57,Hold
59.82,2.5,2,3,5,NI,"NiSource, Inc",-1.92,Hold
59.8,2.5,3,2,17,ADNT,Adient plc,11.51,Hold
59.78,2.6,3,2,5,MELI,"MercadoLibre, Inc.",0.34,Hold
59.77,3.0,2,3,4,WAFD,"Washington Federal, Inc.",3.6,Hold
59.77,2.5,4,2,5,MSM,"MSC Industrial Direct Company, Inc.",22.79,Hold
59.77,2.3,3,2,8,NLSN,Nielsen N.V.,12.81,Hold
59.75,2.4,4,2,4,SSB,South State Corporation,13.5,Hold
59.75,3.0,2,2,17,UL,Unilever PLC,-1.27,Hold
59.74,2.3,3,2,5,REGN,"Regeneron Pharmaceuticals, Inc.",-7.39,Hold
59.74,2.5,1,6,9,FNFV,"Fidelity National Financial, Inc.",-10.45,Hold
59.74,2.9,2,3,3,RGA,"Reinsurance Group of America, Incorporated",-5.72,Hold
59.71,2.3,2,2,11,HMHC,Houghton Mifflin Harcourt Company,7.44,Hold
59.71,2.4,3,2,7,NEM,Newmont Mining Corporation,8.23,Hold
59.7,2.3,3,2,10,CNX,CONSOL Energy Inc.,25.67,Hold
59.7,2.4,3,2,8,GEL,"Genesis Energy, L.P.",14.87,Hold
59.66,2.9,3,3,1,GBCI,"Glacier Bancorp, Inc.",5.44,Hold
59.64,2.5,3,2,9,PRTY,Party City Holdco Inc.,23.69,Hold
59.63,2.6,3,2,5,CAE,CAE Inc,-0.54,Hold
59.62,2.5,5,2,5,NOAH,Noah Holdings Ltd.,-3.11,Buy
59.6,2.8,1,3,7,AGCO,AGCO Corporation,-7.39,Hold
59.59,2.6,3,2,5,BWA,BorgWarner Inc.,-0.78,Hold
59.58,2.7,3,2,6,AXE,Anixter International Inc.,8.31,Hold
59.56,2.5,3,2,7,CFX,Colfax Corporation,9.89,Hold
59.55,3.0,3,3,6,SEM,Select Medical Holdings Corporation,-9.37,Buy
59.52,2.8,2,3,5,RF,Regions Financial Corporation,3.81,Hold
59.49,2.8,1,3,8,EOCC,Enel Generacion Chile S.A.,-1.37,Hold
59.48,2.4,3,2,8,HPE,Hewlett Packard Enterprise Company,13.57,Hold
59.48,2.7,2,3,6,MPW,"Medical Properties Trust, Inc.",7.69,Hold
59.47,2.9,2,3,5,FITB,Fifth Third Bancorp,6.0,Hold
59.47,2.7,2,3,5,DRH,Diamondrock Hospitality Company,0.97,Hold
59.47,2.3,3,2,7,SEE,Sealed Air Corporation,4.31,Hold
59.38,2.2,4,2,4,JBHT,"J.B. Hunt Transport Services, Inc.",6.3,Hold
59.38,2.7,2,3,6,AIV,Apartment Investment and Management Company,7.11,Hold
59.37,2.4,3,2,8,TEGP,"Tallgrass Energy GP, LP",12.88,Hold
59.36,2.9,2,3,3,ATR,"AptarGroup, Inc.",-8.02,Hold
59.36,1.4,5,2,10,HBM,Hudbay Minerals Inc.,1.17,Buy
59.35,3.0,1,3,7,HRB,"H&R Block, Inc.",-3.91,Hold
59.34,6,4,2,10,ATI,Allegheny Technologies Incorporated,6.72,Buy
59.34,2.3,4,2,6,GGP,GGP Inc.,12.55,
59.33,2.3,5,2,9,CVA,Covanta Holding Corporation,16.79,Buy
59.33,2.8,2,3,6,UFS,Domtar Corporation,9.29,Hold
59.32,2.7,3,3,5,ORI,Old Republic International Corporation,15.75,Outperform
59.32,2.3,4,2,5,WRE,Washington Real Estate Investment Trust,5.79,Outperform
59.31,2.5,3,2,8,TEVA,Teva Pharmaceutical Industries Limited,15.01,Hold
59.28,2.6,3,2,6,TD,Toronto Dominion Bank (The),4.01,Hold
59.25,2.7,2,3,3,NJR,NewJersey Resources Corporation,-13.67,Hold
59.23,2.7,2,3,5,OI,"Owens-Illinois, Inc.",-0.46,Hold
59.22,2.1,5,2,5,GLOB,Globant S.A.,-15.5,Buy
59.2,2.4,4,2,4,RPM,RPM International Inc.,10.2,Hold
59.18,2.9,2,3,4,LSTR,"Landstar System, Inc.",-2.41,Hold
59.16,2.3,3,2,11,KITE,"Kite Pharma, Inc.",-20.89,Buy
59.15,2.6,2,3,7,PRIM,Primoris Services Corporation,9.87,Hold
59.15,6,1,1,17,VEDL,Vedanta  Limited,4.91,Buy
59.14,3.0,2,3,3,CHD,"Church & Dwight Company, Inc.",-6.84,Hold
59.13,2.4,3,2,7,LNCE,"Snyder&#39;s-Lance, Inc.",4.81,Hold
59.12,2.6,3,3,5,AGII,"Argo Group International Holdings, Ltd.",21.39,Hold
59.08,2.8,3,3,9,DDC,Dominion Diamond Corporation,2.84,Buy
59.07,2.6,3,2,8,TDS,"Telephone and Data Systems, Inc.",16.07,Hold
59.06,2.2,3,2,8,STOR,STORE Capital Corporation,6.02,Hold
59.05,2.6,4,3,9,BRFS,BRF S.A.,22.66,Buy
59.03,2.8,3,3,7,STX,Seagate Technology PLC,39.15,Hold
59.03,2.6,4,2,1,CPK,Chesapeake Utilities Corporation,-5.81,Hold
59.01,2.7,3,3,2,SCL,Stepan Company,3.22,Hold
59.0,2.5,3,2,7,GILD,"Gilead Sciences, Inc.",6.48,Hold
59.0,2.8,2,3,5,SHO,"Sunstone Hotel Investors, Inc.",0.69,Hold
58.95,6,1,1,17,BEDU,Bright Scholar Education Holdings Limited,3.72,Buy
58.91,2.5,4,2,4,ABCB,Ameris Bancorp,10.99,Hold
58.89,3.0,1,3,6,TARO,Taro Pharmaceutical Industries Ltd.,-13.3,Hold
58.88,2.6,3,3,5,AF,Astoria Financial Corporation,19.96,Hold
58.88,2.3,3,2,7,CHE,Chemed Corp.,0.77,Hold
58.88,2.6,3,2,6,OKE,"ONEOK, Inc.",1.64,Hold
58.87,2.7,3,2,6,NFG,National Fuel Gas Company,4.03,Hold
58.87,2.5,3,3,2,WEC,"WEC Energy Group, Inc.",-2.59,Hold
58.86,2.7,3,2,7,EPC,"Energizer Holdings, Inc.",10.65,Hold
58.83,2.5,3,2,8,BXP,"Boston Properties, Inc.",12.15,Hold
58.83,2.6,3,2,17,CNDT,Conduent Incorporated,9.16,Hold
58.82,2.3,3,2,17,ARNC,Arconic Inc.,1.6,Hold
58.8,2.7,3,3,5,CLS,"Celestica, Inc.",21.95,Hold
58.79,2.9,2,3,5,CLX,Clorox Company (The),1.93,Hold
58.79,2.7,2,3,6,LII,"Lennox International, Inc.",3.58,Hold
58.77,2.4,4,2,3,MAR,Marriott International,0.93,Hold
58.75,2.7,3,3,2,WCG,"WellCare Health Plans, Inc.",1.64,Hold
58.74,2.7,3,2,5,GLPI,"Gaming and Leisure Properties, Inc.",-3.37,Hold
58.74,2.5,3,2,8,SC,Santander Consumer USA Holdings Inc.,11.61,Hold
58.72,2.6,3,2,17,FHB,"First Hawaiian, Inc.",8.59,Hold
58.66,2.4,3,3,3,AEE,Ameren Corporation,0.28,Hold
58.65,3.0,1,3,5,COKE,Coca-Cola Bottling Co. Consolidated,-21.45,Hold
58.63,2.2,5,2,17,BHP,BHP Billiton Limited,-1.86,Buy
58.62,2.7,3,3,2,CPRT,"Copart, Inc.",0.88,Hold
58.59,2.5,3,3,11,SHAK,"Shake Shack, Inc.",5.68,Buy
58.56,2.8,2,3,6,DNKN,"Dunkin&#39; Brands Group, Inc.",4.72,Hold
58.55,2.7,4,2,2,ACGL,Arch Capital Group Ltd.,0.47,Hold
58.55,2.7,2,3,5,STT,State Street Corporation,-4.54,Hold
58.54,2.5,3,3,11,EIGI,"Endurance International Group Holdings, Inc.",5.41,Buy
58.54,2.7,3,2,17,ITUB,Itau Unibanco Banco Holding SA,10.2,Hold
58.5,6,1,1,17,LEXEB,"Liberty Expedia Holdings, Inc.",1.01,Buy
58.5,2.5,3,3,4,BRC,Brady Corporation,8.47,Hold
58.48,2.5,3,2,17,PK,Park Hotels & Resorts Inc.,4.91,Hold
58.46,2.0,3,3,7,AUO,AU Optronics Corp,15.75,Hold
58.43,3.0,1,3,8,CVI,CVR Energy Inc.,-2.78,Hold
58.4,2.5,3,2,8,GIMO,Gigamon Inc.,9.55,Hold
58.39,3.0,3,3,3,UBSI,"United Bankshares, Inc.",13.67,Hold
58.38,2.8,3,3,3,ABB,ABB Ltd,8.64,Hold
58.38,2.4,4,2,3,EVR,Evercore Partners Inc,-1.4,Hold
58.37,2.7,3,3,3,UMPQ,Umpqua Holdings Corporation,6.04,Hold
58.35,2.8,3,3,4,IDCC,"InterDigital, Inc.",15.09,Hold
58.31,2.7,3,3,5,BGS,"B&G Foods, Inc.",19.02,Hold
58.28,2.8,2,3,5,SQM,Sociedad Quimica y Minera S.A.,-3.63,Hold
58.26,2.7,1,3,7,UMC,United Microelectronics Corporation,-17.92,Hold
58.26,2.7,4,2,3,WR,"Westar Energy, Inc.",5.41,Hold
58.23,2.5,4,2,4,HUBB,Hubbell Inc,6.89,Hold
58.22,2.8,3,3,2,WBS,Webster Financial Corporation,0.97,Hold
58.21,2.4,3,2,8,ZBRA,Zebra Technologies Corporation,5.94,Hold
58.2,2.6,4,2,3,D,"Dominion Energy, Inc.",2.53,Hold
58.18,2.5,4,2,8,AZO,"AutoZone, Inc.",33.24,Hold
58.17,2.7,3,3,11,FTR,Frontier Communications Corporation,62.07,
58.14,2.4,4,2,4,MKTX,"MarketAxess Holdings, Inc.",3.83,Hold
58.14,2.8,3,3,2,WOOF,VCA Inc. ,0.49,Hold
58.1,2.5,2,3,17,CUZ,Cousins Properties Incorporated,2.99,Hold
58.09,3.0,2,3,7,DISCK,"Discovery Communications, Inc.",13.55,Hold
58.08,2.7,3,2,11,ENDP,Endo International plc,32.63,Hold
58.06,2.8,3,3,11,SFUN,Fang Holdings Limited,10.0,Buy
58.05,2.9,2,3,5,TMHC,Taylor Morrison Home Corporation,-2.53,Hold
58.03,2.5,3,2,10,THC,Tenet Healthcare Corporation,20.67,Hold
58.02,2.6,4,2,3,HIG,"Hartford Financial Services Group, Inc. (The)",1.47,Hold
58.01,2.7,3,2,7,ESRX,Express Scripts Holding Company,5.56,Hold
58.01,2.8,2,3,5,QGEN,Qiagen N.V.,-5.25,Hold
58.01,2.6,3,2,8,STN,Stantec Inc,9.73,Hold
57.99,2.3,3,2,7,ABCO,The Advisory Board Company,-4.55,Hold
57.98,2.3,3,3,8,CNSL,"Consolidated Communications Holdings, Inc.",27.07,Hold
57.98,1.0,5,2,8,PTR,PetroChina Company Limited,19.53,Hold
57.96,2.5,4,2,8,AKAM,"Akamai Technologies, Inc.",31.9,Hold
57.95,2.5,3,3,3,UGI,UGI Corporation,-1.46,Hold
57.91,3.0,2,3,4,NEOG,Neogen Corporation,-7.55,Hold
57.9,2.5,3,2,7,EBAY,eBay Inc.,-0.11,Hold
57.89,3.4,1,3,8,CALM,"Cal-Maine Foods, Inc.",4.0,Hold
57.89,2.6,4,2,4,FUL,H. B. Fuller Company,7.35,Hold
57.88,3.0,1,3,11,UA,"Under Armour, Inc.",13.96,Hold
57.87,2.6,4,2,1,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,-12.76,Hold
57.85,2.3,3,3,5,FCAU,Fiat Chrysler Automobiles N.V.,6.28,Hold
57.84,3.2,2,3,5,ISCA,International Speedway Corporation,3.69,Hold
57.83,2.9,2,3,4,TROW,"T. Rowe Price Group, Inc.",-10.5,Hold
57.83,2.4,3,2,11,SPN,"Superior Energy Services, Inc.",23.67,Hold
57.82,3.0,3,3,2,CBRL,"Cracker Barrel Old Country Store, Inc.",3.59,Hold
57.8,2.6,3,2,8,USAC,"USA Compression Partners, LP",8.45,Hold
57.79,2.9,2,3,5,HYH,"Halyard Health, Inc.",-4.11,Hold
57.77,2.7,3,3,2,SR,Spire Inc.,-4.2,Hold
57.76,2.7,3,2,7,CNMD,CONMED Corporation,4.04,Hold
57.75,2.8,3,3,4,LECO,"Lincoln Electric Holdings, Inc.",11.48,Hold
57.73,2.6,3,3,3,MMM,3M Company,-0.27,Hold
57.71,2.7,3,3,3,INTU,Intuit Inc.,2.09,Hold
57.71,2.5,4,2,5,EDR,Education Realty Trust Inc.,10.45,Hold
57.66,2.8,2,3,7,DEI,"Douglas Emmett, Inc.",5.96,Hold
57.66,2.6,4,2,11,AVAL,Grupo Aval Acciones y Valores S.A.,2.61,Buy
57.66,2.6,3,2,6,XHR,"Xenia Hotels & Resorts, Inc.",-5.71,Hold
57.65,2.4,4,2,10,INFN,Infinera Corporation,-9.09,Buy
57.65,2.6,3,2,8,NOK,Nokia Corporation,7.57,Hold
57.64,2.4,3,2,8,NTCT,"NetScout Systems, Inc.",2.53,Hold
57.64,3.0,3,6,4,AWH,"Allied World Assurance Company Holdings, AG",8.19,Hold
57.64,3.0,3,3,5,CMD,Cantel Medical Corp.,22.49,Hold
57.6,2.6,3,2,8,BEL,Belmond Ltd.,7.28,Hold
57.6,2.4,3,3,6,PGEM,"Ply Gem Holdings, Inc.",13.96,Hold
57.49,2.6,3,3,4,MMS,"Maximus, Inc.",4.96,Hold
57.49,2.6,3,3,3,PFG,Principal Financial Group Inc,-1.74,Hold
57.48,2.4,3,3,6,HLF,Herbalife LTD.,13.22,Hold
57.45,2.3,3,2,8,EPAY,"Bottomline Technologies, Inc.",-1.13,Hold
57.44,3.0,3,3,2,MTB,M&T Bank Corporation,1.28,Hold
57.36,2.3,3,3,5,WNRL,"Western Refining Logistics, LP",3.31,Hold
57.33,3.3,2,3,8,WMS,"Advanced Drainage Systems, Inc.",23.15,Hold
57.32,2.9,3,3,2,RE,"Everest Re Group, Ltd.",-1.93,Hold
57.26,2.7,2,3,8,SBH,"Sally Beauty Holdings, Inc.",7.74,Hold
57.24,2.4,3,2,8,STAG,"Stag Industrial, Inc.",0.11,Hold
57.17,2.7,3,3,4,CTXS,"Citrix Systems, Inc.",5.5,Hold
57.16,4.0,2,6,9,BATRK,Liberty Media Corporation,-10.86,Buy
57.16,3.0,3,3,4,MANT,ManTech International Corporation,12.94,Hold
57.16,2.8,3,3,4,BBY,"Best Buy Co., Inc.",7.97,Hold
57.15,2.7,3,3,3,NDAQ,"Nasdaq, Inc.",-1.28,Hold
57.12,2.5,3,2,8,NWSA,News Corporation,1.9,Hold
57.12,2.3,3,2,9,SITE,"SiteOne Landscape Supply, Inc.",3.58,Hold
57.06,2.6,3,2,7,AEL,American Equity Investment Life Holding Company,-2.61,Hold
57.06,2.8,4,3,8,PGRE,"Paramount Group, Inc.",9.03,Buy
57.05,2.3,3,2,8,FSV,FirstService Corporation,-3.54,Hold
57.04,2.7,3,3,4,QLYS,"Qualys, Inc.",4.76,Hold
57.04,3.0,3,3,3,MKC,"McCormick & Company, Incorporated",5.6,Hold
57.03,2.7,3,3,4,UNF,Unifirst Corporation,4.7,Hold
56.99,2.7,3,2,8,FE,FirstEnergy Corporation,6.11,Hold
56.99,2.7,3,3,5,FSIC,FS Investment Corporation,11.11,Hold
56.98,3.0,3,3,2,NAVG,"The Navigators Group, Inc.",-1.43,Hold
56.95,3.5,2,3,3,PSB,"PS Business Parks, Inc.",-7.49,Hold
56.92,2.9,2,3,5,WBMD,WebMD Health Corp,-9.3,Hold
56.92,2.8,3,3,5,FCF,First Commonwealth Financial Corporation,13.19,Hold
56.9,3.1,2,3,5,MTH,Meritage Corporation,-4.42,Hold
56.89,2.8,3,3,5,RHI,Robert Half International Inc.,13.02,Hold
56.85,2.4,3,2,17,MULE,"MuleSoft, Inc.",-5.73,Hold
56.82,2.8,4,3,2,MBFI,MB Financial Inc.,17.6,Hold
56.78,2.7,3,2,8,SFLY,"Shutterfly, Inc.",4.85,Hold
56.78,2.7,3,3,5,H,Hyatt Hotels Corporation,9.85,Hold
56.75,2.7,3,3,4,USB,U.S. Bancorp,2.99,Hold
56.73,2.4,4,2,5,DRE,Duke Realty Corporation,2.04,Hold
56.7,2.8,3,2,6,CABO,"Cable One, Inc.",-6.46,Hold
56.63,3.1,2,3,5,BRKR,Bruker Corporation,-6.03,Hold
56.62,2.0,5,6,8,LSXMK,Liberty Media Corporation,4.76,Buy
56.62,2.9,2,3,6,PII,Polaris Industries Inc.,-4.43,Hold
56.61,2.5,4,2,7,QCOM,QUALCOMM Incorporated,17.14,Hold
56.6,2.4,4,2,5,INFO,IHS Markit Ltd.,1.24,Hold
56.6,2.6,3,3,4,EXR,Extra Space Storage Inc,-0.37,Hold
56.58,3.0,3,3,7,AHGP,"Alliance Holdings GP, L.P.",29.46,Hold
56.58,3.0,2,3,5,SAFM,"Sanderson Farms, Inc.",-8.86,Hold
56.58,2.6,3,3,5,PEG,Public Service Enterprise Group Incorporated,6.12,Hold
56.54,2.9,3,3,3,BRO,"Brown & Brown, Inc.",0.07,Hold
56.5,2.8,2,3,5,ATHM,Autohome Inc.,-14.33,Hold
56.49,3.1,2,3,5,RLI,RLI Corp.,-6.87,Hold
56.46,2.7,3,6,7,BFS,"Saul Centers, Inc.",14.82,Hold
56.45,3.0,3,3,3,DORM,"Dorman Products, Inc.",2.05,Hold
56.45,2.6,4,3,2,NTRS,Northern Trust Corporation,10.35,Hold
56.45,2.7,2,3,6,VFC,V.F. Corporation,-10.46,Hold
56.42,2.3,3,2,3,Y,Alleghany Corporation,-40.62,Hold
56.39,2.5,4,3,5,ENS,Enersys,27.5,Hold
56.37,2.6,3,2,8,TSU,TIM Participacoes S.A.,-0.1,Hold
56.34,2.4,4,2,5,FR,"First Industrial Realty Trust, Inc.",-0.27,Hold
56.34,2.5,3,2,8,RICE,Rice Energy Inc.,-2.81,Hold
56.34,3.1,2,3,7,TGT,Target Corporation,5.53,Hold
56.31,2.9,3,3,3,BCR,"C.R. Bard, Inc.",-1.31,Hold
56.3,3.5,1,4,4,WABC,Westamerica Bancorporation,-4.71,Hold
56.3,2.7,3,3,3,CNA,CNA Financial Corporation,-6.35,Hold
56.29,2.3,4,2,10,DNOW,NOW Inc.,30.27,Hold
56.27,3.0,3,3,4,CBF,Capital Bank Financial Corp.,7.61,Hold
56.26,3.0,3,3,3,VWR,VWR Corporation,0.91,Hold
56.25,2.6,3,3,4,AON,Aon plc,-2.48,Hold
56.25,2.9,3,2,17,BBD,Banco Bradesco Sa,3.77,Hold
56.24,2.9,3,3,3,AFL,Aflac Incorporated,-1.75,Hold
56.22,3.0,3,3,4,TRMK,Trustmark Corporation,7.34,Hold
56.22,2.3,4,2,8,KIM,Kimco Realty Corporation,16.51,Hold
56.21,2.6,3,3,5,CVG,Convergys Corporation,3.91,Hold
56.2,2.7,3,3,5,LPNT,"LifePoint Health, Inc.",6.35,Hold
56.19,2.7,3,2,8,HSNI,"HSN, Inc.",1.28,Hold
56.19,2.3,4,2,5,COR,CoreSite Realty Corporation,-3.7,Hold
56.19,2.8,3,3,17,EEQ,Enbridge Energy Management LLC,25.97,Hold
56.14,2.8,3,3,8,RDC,Rowan Companies plc,28.53,Hold
56.13,3.0,3,3,3,ROK,"Rockwell Automation, Inc.",0.14,Hold
56.12,3.0,3,3,3,STBA,"S&T Bancorp, Inc.",0.03,Hold
56.11,2.5,4,2,5,ABC,AmerisourceBergen Corporation (Holding Co),0.84,Hold
56.1,2.9,3,3,5,AOBC,American Outdoor Brands Corporation,10.79,Hold
56.1,3.0,1,3,9,CMPR,Cimpress N.V,-10.05,Hold
56.09,2.3,5,2,8,CATM,Cardtronics plc,40.71,Hold
56.08,3.0,3,3,3,SIGI,"Selective Insurance Group, Inc.",-0.2,Hold
56.05,3.1,2,3,4,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",-16.18,Hold
56.0,3.0,3,3,5,RGR,"Sturm, Ruger & Company, Inc.",12.68,Hold
55.99,3.0,3,3,5,BPFH,"Boston Private Financial Holdings, Inc.",12.58,Hold
55.99,2.8,3,3,4,PRI,"Primerica, Inc.",0.92,Hold
55.98,2.5,4,2,5,XL,XL Group Ltd.,0.04,Hold
55.96,2.7,3,3,5,FFIV,"F5 Networks, Inc.",4.91,Hold
55.96,2.5,3,3,6,HY,"Hyster-Yale Materials Handling, Inc.",6.62,Hold
55.95,3.1,3,3,4,SON,Sonoco Products Company,8.17,Hold
55.94,2.7,3,3,7,CTL,"CenturyLink, Inc.",18.11,Hold
55.92,2.5,4,2,5,STM,STMicroelectronics N.V.,-0.33,Hold
55.9,3.0,3,3,4,NBTB,NBT Bancorp Inc.,5.38,Hold
55.9,2.5,3,3,6,DPZ,Domino&#39;s Pizza Inc,6.21,Hold
55.88,2.5,3,3,7,CSTE,Caesarstone Ltd.,12.81,Hold
55.88,2.8,3,3,5,AYR,Aircastle Limited,6.93,Hold
