Top of The Market Rating,Yahoo (1-5)Zacks (1-5),Wall Street Journal Rating (1-5),Street Rank (1-16),Ticker,Company Name,Projected Change % in 12 Months,CNN Recommendation
71.75,1.9,3,2,6,WB,Weibo Corporation,11.33,Buy
71.75,2.5,3,2,2,GMED,"Globus Medical, Inc.",-0.36,Buy
71.75,1.7,2,2,9,NRG,"NRG Energy, Inc.",1.34,Buy
71.75,2.1,3,2,17,TVPT,Travelport Worldwide Limited,11.27,Buy
71.74,1.8,3,2,8,BSM,"Black Stone Minerals, L.P.",22.1,Buy
71.73,2.0,4,2,1,HUM,Humana Inc.,5.35,Buy
71.72,3.0,3,2,4,AMN,AMN Healthcare Services Inc,25.33,Buy
71.7,1.5,3,1,11,CZR,Caesars Entertainment Corporation,9.37,Buy
71.7,2.0,3,2,6,THRM,Gentherm Inc,13.52,Buy
71.7,2.3,3,2,5,RS,Reliance Steel & Aluminum Co.,14.34,Buy
71.69,2.0,3,2,8,DM,"Dominion Energy Midstream Partners, LP",26.81,Buy
71.69,2.2,3,2,9,NGL,NGL ENERGY PARTNERS LP,38.46,Buy
71.68,2.1,3,2,5,XRAY,DENTSPLY SIRONA Inc.,9.23,Buy
71.66,2.0,3,2,5,SUPN,"Supernus Pharmaceuticals, Inc.",6.64,Buy
71.65,2.2,1,2,11,FIVN,"Five9, Inc.",1.59,Buy
71.62,2.1,3,2,17,WIX,Wix.com Ltd.,10.61,Buy
71.61,2.2,3,2,6,VLP,Valero Energy Partners LP,18.02,Buy
71.59,2.0,3,1,8,LGND,Ligand Pharmaceuticals Incorporated,1.18,Buy
71.57,2.0,3,2,8,CUDA,"Barracuda Networks, Inc.",26.07,Buy
71.57,2.5,3,2,5,BAH,Booz Allen Hamilton Holding Corporation,18.56,Buy
71.54,2.2,3,2,4,FLIR,"FLIR Systems, Inc.",4.25,Buy
71.54,2.5,3,2,5,MRVL,Marvell Technology Group Ltd.,18.38,Buy
71.51,2.4,2,2,6,SIRI,Sirius XM Holdings Inc.,-2.6,Buy
71.51,2.1,3,2,6,HTGC,"Hercules Capital, Inc.",14.92,Buy
71.49,2.4,3,2,3,BFAM,Bright Horizons Family Solutions Inc.,2.3,Buy
71.48,2.1,3,2,5,DSGX,The Descartes Systems Group Inc.,8.06,Buy
71.48,2.2,3,2,9,AR,Antero Resources Corporation,37.23,Buy
71.47,2.1,4,2,1,CB,D/B/A Chubb Limited New,6.32,Buy
71.47,2.0,3,2,8,KN,Knowles Corporation,25.46,Buy
71.46,2.3,2,2,8,PENN,"Penn National Gaming, Inc.",7.93,Buy
71.46,2.3,3,2,6,PSXP,Phillips 66 Partners LP,19.61,Buy
71.45,1.9,3,2,17,HRC,Hill-Rom Holdings Inc,4.75,Buy
71.44,2.0,2,2,9,ENV,"Envestnet, Inc",6.97,Buy
71.42,2.1,3,2,4,ATSG,"Air Transport Services Group, Inc",1.05,Buy
71.41,2.1,2,2,1,ANTM,"Anthem, Inc.",5.95,Hold
71.4,2.1,3,2,5,BIIB,Biogen Inc.,7.57,Buy
71.38,2.2,3,2,5,IP,International Paper Company,9.95,Buy
71.36,2.4,3,2,5,MSTR,MicroStrategy Incorporated,14.85,Buy
71.34,2.2,3,2,3,MC,Moelis & Company,-3.61,Buy
71.33,2.0,3,2,9,ATKR,Atkore International Group Inc.,31.33,Buy
71.32,1.7,4,1,12,SRPT,"Sarepta Therapeutics, Inc.",43.73,Buy
71.31,2.5,3,2,5,TILE,"Interface, Inc.",17.02,Buy
71.29,2.3,1,2,4,TSE,Trinseo S.A.,5.26,Hold
71.28,1.6,3,1,11,GSM,Ferroglobe PLC,9.36,Buy
71.28,2.1,3,2,5,VNTV,"Vantiv, Inc.",6.86,Buy
71.27,2.5,3,2,5,TEN,Tenneco Inc.,16.77,Buy
71.26,1.8,3,2,7,RGEN,Repligen Corporation,12.55,Buy
71.25,2.6,3,2,4,PFE,"Pfizer, Inc.",12.5,Buy
71.24,1.9,4,2,3,BC,Brunswick Corporation,13.3,Buy
71.24,2.3,3,2,5,RXN,Rexnord Corporation,11.59,Buy
71.17,1.9,3,2,8,HPP,"Hudson Pacific Properties, Inc.",21.16,Buy
71.16,2.2,3,2,6,WWE,"World Wrestling Entertainment, Inc.",15.31,Buy
71.14,2.2,3,2,6,ALLY,Ally Financial Inc.,15.15,Buy
71.14,2.1,3,2,5,TER,"Teradyne, Inc.",5.98,Buy
71.12,2.0,2,2,9,FDC,First Data Corporation,5.04,Buy
71.11,1.8,2,1,11,NVCR,NovoCure Limited,-11.69,Buy
71.1,1.8,3,1,11,QTWO,"Q2 Holdings, Inc.",13.26,Buy
71.09,1.9,3,2,11,TSRO,"TESARO, Inc.",40.7,Buy
71.08,2.2,3,2,6,LOGM,"LogMein, Inc.",14.79,Buy
71.08,2.1,3,2,5,MAA,"Mid-America Apartment Communities, Inc.",5.63,Buy
71.06,1.9,4,1,8,LADR,Ladder Capital Corp,20.5,Buy
71.05,1.8,4,2,5,AER,Aercap Holdings N.V.,22.95,Buy
71.02,1.8,3,1,10,MIME,Mimecast Limited,6.12,Buy
71.01,2.2,3,2,5,STAY,"Extended Stay America, Inc.",7.75,Buy
71.0,2.5,2,2,9,GGB,Gerdau S.A.,16.82,Buy
70.99,2.2,3,2,17,ARD,Ardagh Group S.A.,9.94,Buy
70.98,2.4,3,2,5,MGA,"Magna International, Inc.",12.55,Buy
70.98,2.2,3,2,4,VAC,Marriot Vacations Worldwide Corporation,0.86,Buy
70.97,2.3,3,2,11,EGO,Eldorado Gold Corporation,63.97,Buy
70.96,2.0,1,3,3,MLHR,"Herman Miller, Inc.",14.11,Hold
70.96,1.8,3,2,7,HMSY,HMS Holdings Corp,10.78,Buy
70.94,2.1,3,2,10,GWPH,GW Pharmaceuticals Plc,38.13,Buy
70.93,2.0,1,2,12,ENIC,Enel Chile S.A.,-1.06,Buy
70.9,2.3,1,2,4,BNCL,"Beneficial Bancorp, Inc.",2.89,Hold
70.9,1.9,3,1,8,MTSI,"MACOM Technology Solutions Holdings, Inc.",-5.44,Buy
70.89,2.4,3,2,5,COF,Capital One Financial Corporation,12.01,Buy
70.89,2.1,3,2,5,VEEV,Veeva Systems Inc.,4.53,Buy
70.88,6,3,2,5,CHTR,"Charter Communications, Inc.",6.09,Buy
70.87,2.4,4,2,17,HESM,Hess Midstream Partners LP,39.34,Buy
70.86,2.4,3,2,3,G,Genpact Limited,-1.49,Buy
70.85,2.0,4,2,5,UBSH,Union Bankshares Corporation,26.79,Buy
70.84,2.1,3,2,6,FTNT,"Fortinet, Inc.",10.89,Buy
70.84,2.7,3,2,3,EIG,Employers Holdings Inc,5.87,Buy
70.8,2.0,3,2,6,AYI,Acuity Brands Inc,8.15,Buy
70.8,2.0,3,2,6,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,8.13,Buy
70.8,2.0,2,2,10,MCRN,Milacron Holdings Corp.,9.83,Buy
70.8,2.3,3,2,5,TXT,Textron Inc.,8.94,Buy
70.76,2.4,4,1,5,FOE,Ferro Corporation,11.23,Buy
70.73,2.2,3,2,3,ISRG,"Intuitive Surgical, Inc.",-7.3,Buy
70.73,2.6,3,2,5,MDXG,"MiMedx Group, Inc",16.04,Buy
70.73,2.3,3,2,5,UCBI,"United Community Banks, Inc.",8.54,Buy
70.73,1.0,5,2,5,SNP,China Petroleum & Chemical Corporation,26.07,Buy
70.71,2.2,3,2,4,ECL,Ecolab Inc.,-0.72,Buy
70.68,6,3,2,5,LM,"Legg Mason, Inc.",5.05,Buy
70.67,1.6,3,1,11,RNG,"Ringcentral, Inc.",5.7,Buy
70.65,2.2,3,2,5,SLAB,"Silicon Laboratories, Inc.",5.57,Buy
70.65,2.0,3,2,5,PCLN,The Priceline Group Inc. ,0.58,Buy
70.65,1.7,5,1,8,RSPP,"RSP Permian, Inc.",38.09,Buy
70.62,2.1,3,2,8,KMI,"Kinder Morgan, Inc.",22.91,Buy
70.61,1.5,3,1,12,FOLD,"Amicus Therapeutics, Inc.",9.49,Buy
70.61,2.2,3,2,8,GLPG,Galapagos NV,25.3,Buy
70.61,2.1,3,2,10,NBL,Noble Energy Inc.,36.17,Buy
70.6,2.2,4,2,7,DKS,Dick&#39;s Sporting Goods Inc,43.61,Buy
70.59,2.0,3,2,7,ESRT,"Empire State Realty Trust, Inc.",13.52,Buy
70.56,2.2,4,2,8,AMC,"AMC Entertainment Holdings, Inc.",66.27,Buy
70.56,2.0,2,2,7,BNS,Bank of Nova Scotia (The),-11.63,Buy
70.53,2.2,3,2,6,SEP,"Spectra Energy Partners, LP",11.5,Buy
70.51,2.3,3,2,7,UNVR,Univar Inc.,20.54,Buy
70.48,2.2,3,2,6,AAWW,Atlas Air Worldwide Holdings,11.21,Buy
70.47,2.0,3,2,4,ERIE,Erie Indemnity Company,-7.2,Buy
70.45,2.0,3,2,11,DYN,Dynegy Inc.,39.37,Buy
70.43,2.0,3,2,7,ARCC,Ares Capital Corporation,12.6,Buy
70.43,2.1,3,2,8,COST,Costco Wholesale Corporation,21.76,Buy
70.43,1.9,4,2,3,DOW,Dow Chemical Company (The),8.4,Buy
70.43,2.3,3,2,6,BLD,TopBuild Corp.,13.4,Buy
70.42,2.1,3,2,17,BIP,Brookfield Infrastructure Partners LP,4.6,Buy
70.41,1.9,3,2,8,CXO,Concho Resources Inc.,16.61,Buy
70.4,1.8,3,2,5,INGN,"Inogen, Inc",-5.95,Buy
70.39,2.0,4,2,2,MSFT,Microsoft Corporation,3.98,Buy
70.39,2.5,3,2,8,ERJ,Embraer-Empresa Brasileira de Aeronautica,31.51,Buy
70.38,2.0,4,2,3,WST,"West Pharmaceutical Services, Inc.",10.61,Buy
70.36,1.9,3,2,8,PTC,PTC Inc.,16.32,Buy
70.35,2.3,4,2,3,IBTX,"Independent Bank Group, Inc",17.94,Buy
70.3,2.4,1,2,5,BRKL,"Brookline Bancorp, Inc.",8.47,Hold
70.28,2.2,3,2,12,ICPT,"Intercept Pharmaceuticals, Inc.",55.26,Buy
70.28,1.9,3,1,10,VRNS,"Varonis Systems, Inc.",4.17,Buy
70.23,2.6,2,2,8,VER,VEREIT Inc.,8.04,Buy
70.22,1.7,3,2,8,KEYS,Keysight Technologies Inc.,10.51,Buy
70.22,2.5,3,2,9,SEMG,Semgroup Corporation,37.14,Buy
70.19,2.0,3,2,17,CARS,Cars.com Inc.,0.97,Buy
70.18,1.7,3,1,8,CHGG,"Chegg, Inc.",-14.75,Buy
70.18,2.1,3,2,8,VOYA,"Voya Financial, Inc.",20.23,Buy
70.17,1.0,1,3,5,SPIL,"Siliconware Precision Industries Company, Ltd.",-2.34,Hold
70.16,2.1,3,2,8,CAVM,"Cavium, Inc.",20.11,Buy
70.16,2.5,3,2,17,E,ENI S.p.A.,13.29,Buy
70.16,2.2,4,2,1,MMC,"Marsh & McLennan Companies, Inc.",0.97,Buy
70.15,2.0,3,2,17,GPN,Global Payments Inc.,0.73,Buy
70.12,2.2,3,2,7,OLN,Olin Corporation,15.72,Buy
70.1,2.1,2,2,8,LITE,Lumentum Holdings Inc.,-5.24,Buy
70.1,2.3,3,2,17,EQGP,"EQT GP Holdings, LP",8.01,Buy
70.09,1.9,4,2,4,BSX,Boston Scientific Corporation,13.06,Buy
70.09,1.8,3,1,11,ZEN,"Zendesk, Inc.",7.21,Buy
70.06,1.8,3,2,7,CORE,"Core-Mark Holding Company, Inc.",5.37,Buy
70.06,2.0,4,2,5,PZZA,"Papa John&#39;s International, Inc.",22.03,Buy
70.05,1.8,4,2,3,FIS,"Fidelity National Information Services, Inc.",3.65,Buy
70.05,1.9,3,2,8,SYF,Synchrony Financial,14.49,Buy
70.04,2.1,3,2,8,SLB,Schlumberger N.V.,19.42,Buy
70.03,2.2,3,2,5,TRNO,Terreno Realty Corporation,1.83,Buy
69.98,2.1,3,2,5,TRMB,Trimble Inc.,-0.94,Buy
69.94,2.1,3,2,7,RLGY,Realogy Holdings Corp.,12.11,Buy
69.93,1.8,3,1,11,TDOC,"Teladoc, Inc.",6.26,Buy
69.92,1.9,4,2,3,BKH,Black Hills Corporation,5.33,Buy
69.91,2.1,2,2,11,XLRN,Acceleron Pharma Inc.,13.64,Buy
69.9,2.0,3,2,6,ULTI,"The Ultimate Software Group, Inc.",2.71,Buy
69.9,2.0,3,2,8,ARCO,Arcos Dorados Holdings Inc.,16.09,Buy
69.89,2.0,4,2,4,KLIC,"Kulicke and Soffa Industries, Inc.",14.36,Buy
69.85,2.0,4,2,3,HOLX,"Hologic, Inc.",7.44,Buy
69.85,2.2,1,2,8,PAGP,"Plains Group Holdings, L.P.",20.78,Hold
69.84,1.8,3,1,11,PFPT,"Proofpoint, Inc.",5.72,Buy
69.8,2.3,3,2,6,MET,"MetLife, Inc.",9.63,Buy
69.79,3.0,1,6,2,CHCO,City Holding Company,5.64,Hold
69.79,2.1,3,6,6,WPZ,Williams Partners LP,9.76,Buy
69.72,2.3,3,2,8,CDE,"Coeur Mining, Inc.",22.49,Buy
69.71,1.6,3,1,10,BPMC,Blueprint Medicines Corporation,-6.74,Buy
69.71,2.5,2,2,1,TWX,Time Warner Inc.,5.76,Hold
69.68,2.7,3,3,5,HA,"Hawaiian Holdings, Inc.",37.23,Buy
69.63,2.4,3,2,5,C,Citigroup Inc.,4.44,Buy
69.62,1.8,4,1,8,NRZ,New Residential Investment Corp.,9.38,Buy
69.58,2.3,3,2,5,MS,Morgan Stanley,1.67,Buy
69.53,2.0,3,2,6,CXW,"CoreCivic, Inc.",30.97,
69.52,2.5,3,2,9,SEAS,"SeaWorld Entertainment, Inc.",32.98,Buy
69.51,2.3,2,2,2,FBHS,"Fortune Brands Home & Security, Inc.",6.21,Hold
69.5,1.6,4,1,8,GLOG,GasLog LP.,3.64,Buy
69.49,2.4,3,2,5,BMY,Bristol-Myers Squibb Company,3.61,Buy
69.47,2.3,3,2,5,BG,Bunge Limited,0.99,Buy
69.47,2.1,3,2,8,SU,Suncor Energy  Inc.,15.98,Buy
69.46,2.5,3,2,5,SCHL,Scholastic Corporation,5.9,Buy
69.46,2.0,3,2,8,CLNS,"Colony NorthStar, Inc.",13.4,Buy
69.42,2.2,3,2,5,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",-1.83,Buy
69.4,2.1,3,2,9,ECA,Encana Corporation,22.26,Buy
69.38,1.9,4,2,5,HBI,Hanesbrands Inc.,15.43,Buy
69.38,2.4,3,2,6,VIV,Telefonica Brasil S.A.,9.59,Buy
69.36,2.6,1,2,5,AAL,"American Airlines Group, Inc.",7.82,Hold
69.36,2.8,3,2,5,TOT,Total S.A.,12.83,Buy
69.35,2.1,3,2,17,BL,"BlackLine, Inc.",-0.74,Buy
69.35,2.2,3,2,6,VLO,Valero Energy Corporation,4.43,Buy
69.33,2.2,4,2,8,XEC,Cimarex Energy Co,42.64,Buy
69.32,6,2,2,3,LEN,Lennar Corporation,9.95,Hold
69.31,2.3,3,2,5,VC,Visteon Corporation,0.03,Buy
69.29,2.2,3,2,9,SHLX,"Shell Midstream Partners, L.P.",24.1,Buy
69.26,2.5,2,2,8,HLI,"Houlihan Lokey, Inc.",-0.26,Buy
69.25,2.0,3,2,6,TRU,TransUnion,-1.16,Buy
69.23,1.8,3,2,8,EQIX,"Equinix, Inc.",7.04,Buy
69.22,2.1,3,2,8,OUT,OUTFRONT Media Inc.,14.5,Buy
69.2,2.2,3,2,17,FMX,Fomento Economico Mexicano S.A.B. de C.V.,0.99,Buy
69.17,2.2,4,2,5,CENT,Central Garden & Pet Company,21.7,Buy
69.17,2.5,3,2,6,BP,BP p.l.c.,10.85,Buy
69.17,2.3,3,2,8,TAHO,"Tahoe Resources, Inc.",65.9,
69.15,2.2,2,2,4,FMBI,"First Midwest Bancorp, Inc.",14.89,Hold
69.15,2.0,3,2,9,HSC,Harsco Corporation,18.21,Buy
69.14,2.2,4,2,5,MEOH,Methanex Corporation,21.48,Buy
69.11,1.9,3,2,8,OA,"Orbital ATK, Inc.",8.82,Buy
69.09,1.8,4,2,5,AL,Air Lease Corporation,11.19,Buy
69.08,2.3,3,2,5,FBC,"Flagstar Bancorp, Inc.",-1.33,Buy
69.08,2.2,3,2,17,MGP,MGM Growth Properties LLC,0.4,Buy
69.07,2.1,4,2,6,JACK,Jack In The Box Inc.,25.25,Buy
69.07,2.0,3,2,7,WMB,"Williams Companies, Inc. (The)",4.4,Buy
69.06,1.9,3,6,10,BMRN,BioMarin Pharmaceutical Inc.,27.8,Buy
69.06,2.3,2,2,2,WSO,"Watsco, Inc.",3.53,Hold
69.05,2.4,3,2,5,ELLI,"Ellie Mae, Inc.",0.98,Buy
69.02,2.1,3,2,7,OMCL,"Omnicell, Inc.",6.6,Buy
69.01,2.3,3,2,7,CX,Cemex S.A.B. de C.V.,11.56,Buy
69.01,2.2,3,2,9,EGN,Energen Corporation,22.41,Buy
69.0,2.4,2,2,3,SFNC,Simmons First National Corporation,12.35,Hold
69.0,2.3,3,2,7,SPSC,"SPS Commerce, Inc.",11.53,Buy
68.99,2.2,2,2,11,AAAP,Advanced Accelerator Applications S.A.,10.61,Buy
68.96,2.3,2,2,2,ZION,Zions Bancorporation,2.91,Hold
68.95,2.4,3,2,7,ACC,American Campus Communities Inc,13.73,Buy
68.94,2.0,3,2,8,CUB,Cubic Corporation,10.29,Buy
68.94,2.2,2,3,5,ELS,"Equity Lifestyle Properties, Inc.",-4.72,Buy
68.93,1.8,3,1,11,NOW,"ServiceNow, Inc.",0.26,Buy
68.91,2.3,3,2,6,ARE,"Alexandria Real Estate Equities, Inc.",4.29,Buy
68.9,2.2,4,2,3,WLTW,Willis Towers Watson Public Limited Company,6.73,Buy
68.87,2.0,3,2,9,NGVT,Ingevity Corporation,16.56,Buy
68.86,2.1,3,6,6,OLED,Universal Display Corporation,5.14,Buy
68.83,2.0,4,2,10,CLR,"Continental Resources, Inc.",47.95,Buy
68.81,2.0,3,2,11,ACIA,"Acacia Communications, Inc.",29.55,Buy
68.79,2.1,3,2,8,CPN,Calpine Corporation,11.91,Buy
68.79,2.3,4,2,8,IMAX,Imax Corporation,41.88,Buy
68.77,2.1,3,2,7,CIGI,Colliers International Group Inc. ,5.12,Buy
68.77,2.2,4,2,2,LH,Laboratory Corporation of America Holdings,-0.73,Buy
68.75,2.5,3,2,5,QSR,Restaurant Brands International Inc.,1.64,Buy
68.74,2.3,1,2,5,RAVN,"Raven Industries, Inc.",-3.37,Hold
68.72,2.1,3,2,9,MMYT,MakeMyTrip Limited,18.13,Buy
68.72,2.3,3,2,7,STWD,"STARWOOD PROPERTY TRUST, INC.",9.84,Buy
68.7,2.1,3,2,8,USFD,US Foods Holding Corp.,11.39,Buy
68.69,1.7,5,1,5,CODI,Compass Diversified Holdings,6.32,Buy
68.68,1.8,4,2,6,HTA,"Healthcare Trust of America, Inc.",15.4,Buy
68.64,2.1,4,2,6,MWA,MUELLER WATER PRODUCTS,22.7,Buy
68.62,2.0,4,2,7,NUAN,"Nuance Communications, Inc.",26.73,Buy
68.61,2.8,2,2,8,HIMX,"Himax Technologies, Inc.",3.33,Buy
68.61,2.0,4,2,5,BCC,"Boise Cascade, L.L.C.",13.3,Buy
68.61,2.2,3,2,10,KBR,"KBR, Inc.",26.67,Buy
68.6,2.2,2,2,3,ITW,Illinois Tool Works Inc.,4.95,Hold
68.59,1.7,2,2,5,SNY,Sanofi,5.72,Hold
68.58,2.1,3,2,1,BUSE,First Busey Corporation,13.95,Hold
68.56,1.8,4,1,9,SFR,Colony Starwood Homes,9.69,Buy
68.55,1.9,3,2,9,BITA,Bitauto Holdings Limited,12.15,Buy
68.54,2.3,3,2,8,SLG,SL Green Realty Corporation,15.38,Buy
68.53,1.6,4,2,7,SUM,"Summit Materials, Inc.",16.2,Buy
68.49,2.4,4,2,4,DIS,Walt Disney Company (The),15.95,Buy
68.48,2.3,3,2,6,MUSA,Murphy USA Inc.,1.74,Buy
68.47,1.9,4,2,11,CRZO,"Carrizo Oil & Gas, Inc.",121.86,Buy
68.47,3.3,1,2,8,ELP,Companhia Paranaense de Energia (COPEL),39.99,Hold
68.45,2.1,3,2,7,PCTY,Paylocity Holding Corporation,3.21,Buy
68.44,2.6,4,2,3,CNK,Cinemark Holdings Inc,13.95,Buy
68.41,2.3,4,2,6,WAB,Westinghouse Air Brake Technologies Corporation,26.32,Buy
68.4,1.9,4,2,5,IART,Integra LifeSciences Holdings Corporation,9.57,Buy
68.4,2.4,2,2,2,PNC,"PNC Financial Services Group, Inc. (The)",2.07,Hold
68.39,2.4,2,3,6,IDXX,"IDEXX Laboratories, Inc.",3.7,Buy
68.37,1.7,4,2,5,AZN,Astrazeneca PLC,4.41,Buy
68.35,2.0,4,2,17,GOLF,Acushnet Holdings Corp.,16.75,Buy
68.34,2.6,2,3,5,MGLN,"Magellan Health, Inc.",1.71,Buy
68.34,1.8,5,1,9,SHPG,Shire plc,33.39,Buy
68.34,2.2,3,2,10,EQT,EQT Corporation,25.06,Buy
68.34,2.2,4,2,5,POL,PolyOne Corporation,16.69,Buy
68.33,2.0,3,2,8,ALRM,"Alarm.com Holdings, Inc.",6.64,Buy
68.33,2.2,4,2,10,OAS,Oasis Petroleum Inc.,78.12,Buy
68.32,2.3,2,2,2,LNT,Alliant Energy Corporation,-0.91,Hold
68.31,2.3,3,2,17,VSM,"Versum Materials, Inc.",-0.96,Buy
68.29,2.1,2,2,5,FAST,Fastenal Company,13.92,Hold
68.28,3.0,1,6,9,TROX,Tronox Limited,-5.27,Buy
68.27,2.4,3,2,7,WEB,"Web.com Group, Inc.",9.65,Buy
68.26,2.5,3,2,6,PM,Philip Morris International Inc,5.4,Buy
68.24,2.2,3,2,8,IMPV,"Imperva, Inc.",11.11,Buy
68.24,2.2,3,2,17,PI,"Impinj, Inc.",-3.79,Buy
68.23,1.9,3,2,8,MSG,MSG Networks Inc.,3.55,Buy
68.23,2.1,3,2,7,ENSG,"The Ensign Group, Inc.",1.86,Buy
68.23,1.9,3,2,8,MSG,MSG Networks Inc.,3.55,Buy
68.22,2.2,4,2,6,SMCI,"Super Micro Computer, Inc.",22.68,Buy
68.2,2.3,2,2,4,CR,Crane Company,11.7,Hold
68.19,2.1,3,2,6,REXR,"Rexford Industrial Realty, Inc.",-5.01,Buy
68.17,2.0,5,1,5,MDSO,"Medidata Solutions, Inc.",10.68,Buy
68.17,2.3,2,2,2,NOC,Northrop Grumman Corporation,-1.84,Hold
68.17,1.7,4,2,7,SIX,Six Flags Entertainment Corporation New,16.5,Buy
68.15,2.3,3,6,5,CTSH,Cognizant Technology Solutions Corporation,-0.07,Buy
68.12,2.3,4,2,3,MO,Altria Group,4.56,Buy
68.12,2.5,3,2,5,OSB,Norbord Inc.,-2.14,Buy
68.11,6,3,2,8,MTCH,"Match Group, Inc.",12.24,Buy
68.11,2.0,3,2,4,SMP,"Standard Motor Products, Inc.",10.55,Outperform
68.11,2.2,2,2,5,VMW,"Vmware, Inc.",15.31,Hold
68.09,2.2,3,2,7,ACIW,"ACI Worldwide, Inc.",3.56,Buy
68.08,3.0,3,1,8,RRR,"Red Rock Resorts, Inc.",5.14,Buy
68.07,2.2,4,2,7,AMBA,"Ambarella, Inc.",28.43,Buy
68.07,2.0,3,2,9,CSII,"Cardiovascular Systems, Inc.",11.77,Buy
68.06,2.0,4,2,11,APC,Anadarko Petroleum Corporation,57.18,Buy
68.06,2.1,3,2,9,ZAYO,"Zayo Group Holdings, Inc.",14.2,Buy
68.05,2.3,3,2,8,TRUE,"TrueCar, Inc.",12.47,Buy
68.04,1.7,4,2,8,GMS,GMS Inc.,22.41,Buy
68.02,2.6,1,2,5,JBL,Jabil Inc.,-0.23,Hold
68.02,2.6,2,2,3,BMA,Macro Bank Inc.,11.48,Hold
67.99,2.2,4,2,4,NKE,"Nike, Inc.",7.95,Buy
67.95,2.6,3,2,9,GG,Goldcorp Inc.,26.03,Buy
67.93,2.5,2,3,8,SMLP,"Summit Midstream Partners, LP",16.77,Buy
67.92,2.2,4,2,5,CVX,Chevron Corporation,14.16,Buy
67.91,2.2,2,2,3,AMTD,TD Ameritrade Holding Corporation,0.8,Hold
67.9,2.3,2,2,3,AWK,American Water Works,3.26,Hold
67.89,2.0,4,2,7,SBNY,Signature Bank,22.31,Buy
67.89,2.3,4,2,9,AGI,Alamos Gold Inc.,43.19,Buy
67.89,1.8,4,2,17,SNDR,"Schneider National, Inc.",9.44,Buy
67.87,2.6,2,2,2,JNJ,Johnson & Johnson,3.86,Hold
67.85,2.5,2,2,3,PCAR,PACCAR Inc.,7.93,Hold
67.85,2.3,2,2,6,CTB,Cooper Tire & Rubber Company,22.92,Hold
67.84,2.5,2,2,5,HTH,Hilltop Holdings Inc.,21.19,Hold
67.82,2.3,2,2,3,HAS,"Hasbro, Inc.",2.73,Hold
67.81,1.9,3,2,8,BSFT,"BroadSoft, Inc.",1.03,Buy
67.81,2.2,2,2,3,XYL,Xylem Inc.,0.19,Hold
67.79,2.2,2,2,3,ES,Eversource Energy,0.1,Hold
67.77,2.2,3,2,8,RES,"RPC, Inc.",8.29,Buy
67.77,2.2,3,2,8,TKC,Turkcell Iletisim Hizmetleri AS,8.29,Buy
67.76,2.2,2,2,3,HSIC,"Henry Schein, Inc.",-0.13,Hold
67.71,2.2,3,2,8,AMH,American Homes 4 Rent,7.9,Buy
67.71,2.0,3,2,8,AGR,"Avangrid, Inc.",2.91,Buy
67.7,2.5,2,2,3,PHM,"PulteGroup, Inc.",7.04,Hold
67.64,2.1,4,2,11,NBR,Nabors Industries Ltd.,55.46,Buy
67.63,2.4,3,2,5,ASTE,"Astec Industries, Inc.",42.45,Hold
67.62,1.9,3,2,6,YY,YY Inc.,-13.42,Buy
67.62,2.4,2,2,3,APH,Amphenol Corporation,4.08,Hold
67.61,2.4,4,2,3,AJG,Arthur J. Gallagher & Co.,3.97,Buy
67.61,2.2,3,2,3,NSP,"Insperity, Inc.",23.98,Hold
67.59,2.3,2,2,5,HOPE,"Hope Bancorp, Inc.",14.68,Hold
67.58,6,1,2,8,NWS,News Corporation,9.59,Hold
67.58,2.1,3,2,8,AGN,Allergan plc.,4.63,Buy
67.57,1.0,1,3,7,CPL,CPFL Energia S.A.,-4.58,Hold
67.56,2.3,3,2,7,CCOI,"Cogent Communications Holdings, Inc.",2.86,Buy
67.56,2.4,3,2,8,ENB,Enbridge Inc,12.05,Buy
67.55,2.6,3,2,5,CHDN,"Churchill Downs, Incorporated",-3.02,Buy
67.54,2.3,4,2,4,PPG,"PPG Industries, Inc.",7.73,Buy
67.44,2.3,4,2,7,SSRI,Silver Standard Resources Inc.,27.16,Buy
67.43,2.3,2,2,3,AB,AllianceBernstein Holding L.P.,0.4,Hold
67.4,2.0,3,2,3,EME,"EMCOR Group, Inc.",17.76,Hold
67.4,2.3,2,2,5,GBX,"Greenbrier Companies, Inc. (The)",13.59,Hold
67.39,2.3,3,2,8,SMI,Semiconductor  Manufacturing International Corporation,8.52,Buy
67.37,2.0,3,2,10,WBT,"Welbilt, Inc.",14.22,Buy
67.36,2.5,1,2,17,BIVV,Bioverativ Inc.,-0.71,Hold
67.35,1.8,3,6,8,LVNTA,Liberty Interactive Corporation,3.44,Buy
67.34,2.5,3,2,10,CVE,Cenovus Energy Inc,26.54,Buy
67.34,2.1,3,2,8,COT,Cott Corporation,3.23,Buy
67.34,1.5,4,2,6,GPT,Gramercy Property Trust,-0.13,Buy
67.34,2.1,4,2,6,GRA,W.R. Grace & Co.,14.89,Buy
67.3,2.2,4,2,9,PDCE,"PDC Energy, Inc.",37.13,Buy
67.24,2.1,4,2,8,MYL,Mylan N.V.,27.58,Buy
67.23,2.8,2,3,4,RMD,ResMed Inc.,-6.59,Buy
67.12,6,3,2,9,EURN,Euronav NV,13.92,Buy
